communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,medIncome,pctWPubAsst,PctPopUnderPov,PctUnemployed,PctFam2Par,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctSameHouse85,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Laceycity,2.95,3.46,100.0,1.19,-0.2374499175111949,5.84,7.91,6.18,74.37,95.56,1.39,1.88,39.2,4.6,64.41,266.83,9.2,280.63
Columbuscity,51.17,0.78,0.0,0.37,-1.462526514258779,16.98,28.63,9.19,51.94,92.29,3.15,11.82,53.4,3.69,117.95,169.55,22.11,449.67
WhiteSettlementcity,4.4,6.85,100.0,0.58,-0.7414565166156022,4.14,12.77,5.53,69.8,90.98,2.34,9.02,42.49,0.0,83.27,386.63,0.0,386.63
Framinghamtown,3.7,8.14,100.0,3.32,1.355998114541598,5.58,5.96,6.42,76.83,95.12,1.47,2.03,55.47,0.0,53.43,347.28,5.94,978.02
Exetertown,0.43,0.49,0.0,0.26,0.5514965826066462,2.77,5.2,5.77,78.84,93.06,0.54,2.32,47.47,0.0,7.93,118.93,63.43,63.43
ElSegundocity,1.01,9.08,100.0,2.0,1.7571293895828424,2.22,4.25,3.32,73.51,94.2,0.72,1.79,39.12,6.38,210.69,1110.9,38.31,434.14
Nacogdochescity,22.47,5.06,0.0,1.42,-1.8293660146123023,7.83,31.53,7.18,64.7,92.27,3.48,10.3,33.41,6.18,123.64,194.73,77.27,689.27
Dentoncity,9.53,8.96,100.0,2.06,-0.9763139288239452,3.38,20.65,6.07,74.74,89.33,2.28,6.85,31.72,7.09,144.65,285.05,79.42,694.91
Claremorecity,2.58,1.66,0.0,0.17,-0.9377798727315578,5.75,15.75,5.27,72.38,92.36,2.11,8.02,47.03,0.0,12.77,197.91,6.38,210.67
Odessacity,5.97,31.13,100.0,5.69,-0.8360829601696913,6.78,19.36,7.55,73.96,86.95,6.01,11.25,49.45,9.32,151.22,439.16,61.11,798.57
Taylorcity,16.72,28.57,0.0,3.5,-1.2115248644826773,9.54,21.88,7.44,72.16,87.52,3.9,12.18,58.22,24.3,40.49,267.25,0.0,736.96
Orangecity,1.4,22.84,100.0,9.23,1.7791656846570822,5.55,7.99,4.57,76.93,96.77,1.3,1.77,43.08,2.56,199.37,836.66,35.78,473.71
Portsmouthcity,5.17,0.41,0.0,0.4,-1.8511666273862832,19.47,27.97,11.52,61.73,89.86,3.94,13.53,52.17,4.16,137.44,358.17,83.3,662.2
OregonCitycity,0.33,2.16,100.0,0.54,-0.3245345274569879,4.6,9.25,3.41,72.8,96.55,2.04,2.66,45.1,12.21,97.65,543.18,42.72,463.84
Washingtoncity,0.74,0.71,0.0,0.26,-0.0932123497525335,3.54,5.22,3.64,81.77,94.49,1.67,1.68,53.15,0.0,8.75,157.47,17.5,507.39
Campbellcity,1.98,10.65,100.0,2.96,1.3019090266320998,6.01,5.76,3.42,68.64,96.51,4.51,0.61,41.46,0.0,117.33,514.65,24.0,391.99
Sedaliacity,5.44,0.91,0.0,0.5,-1.3747348574122082,7.68,15.01,9.11,73.8,90.36,2.0,8.63,54.11,9.79,34.26,176.2,0.0,582.45
Astoriacity,0.34,2.53,0.0,1.62,-0.8385576243224134,7.12,16.46,6.09,68.16,91.04,4.58,8.56,47.61,0.0,28.93,308.61,28.93,298.97
Woodburycity,20.13,1.69,100.0,0.66,-0.2884751355173226,13.13,12.38,8.18,61.35,95.85,8.89,2.84,61.21,0.0,244.68,329.38,0.0,517.6
Montereycity,2.93,7.81,100.0,2.65,0.3872260193259486,3.81,6.58,2.23,78.34,94.04,0.62,0.95,31.76,0.0,203.59,380.48,46.73,874.44
Orangeburgcity,59.87,0.49,0.0,0.8,-1.091798255950978,13.9,25.0,9.46,56.23,91.35,2.89,12.64,42.05,7.25,594.42,521.93,36.25,1790.5
Beaconcity,15.02,14.12,100.0,2.71,0.1404666509545133,6.96,11.46,7.29,68.63,93.69,4.4,6.97,55.49,0.0,162.9,177.71,22.21,651.61
Auroracity,11.86,22.96,100.0,5.87,0.4239924581663917,5.63,10.54,6.05,73.65,94.64,6.96,6.59,46.29,15.93,284.93,364.59,50.61,374.06
Norwoodcity,1.01,0.55,100.0,0.72,-1.0900306386990335,9.69,13.19,6.82,64.53,94.43,0.35,6.17,53.59,0.0,271.42,244.73,26.7,489.45
Medfordcity,4.07,1.72,100.0,2.13,0.8741456516615602,5.73,6.93,5.8,78.76,96.38,0.97,0.86,63.07,0.0,64.32,641.37,7.15,778.93
Bexleycity,3.53,0.73,100.0,0.22,1.966061748762668,1.49,5.26,2.61,82.85,95.83,1.45,0.15,56.9,0.0,245.48,230.6,29.76,282.67
Maderacity,4.63,53.82,0.0,15.56,-1.1831251473014377,21.4,26.93,17.0,63.64,96.11,7.28,6.31,47.75,8.85,404.33,1336.95,38.37,1230.71
Hibbingcity,0.14,0.44,0.0,0.41,-1.0679943436247938,10.13,15.21,7.87,75.34,91.1,2.34,3.54,64.75,0.0,0.0,44.87,0.0,374.06
Nortontown,1.34,1.22,16.62,0.34,1.4635870846099457,5.66,5.5,5.01,79.9,95.65,0.95,0.71,55.33,0.0,0.0,119.71,0.0,186.22
Fridleycity,0.98,1.04,100.0,0.78,0.6379919868017911,5.38,6.08,4.93,72.1,95.54,0.59,1.22,57.77,3.78,101.95,445.57,15.1,374.06
Scarboroughtown,0.24,0.33,31.71,0.45,1.0932123497525337,3.29,2.62,4.54,83.38,87.96,2.16,0.44,50.73,0.0,15.84,150.45,0.0,110.86
RanchoCucamongacity,5.87,20.02,100.0,2.69,1.738392646712232,4.64,5.47,4.87,81.2,92.49,0.88,1.28,36.97,3.47,186.35,873.67,20.8,340.63
MachesneyParkvillage,0.7,1.93,100.0,0.48,0.2769267028046194,3.67,7.08,4.96,80.89,97.46,5.85,2.88,60.19,0.0,55.54,186.81,15.15,374.06
Morristowncity,9.01,0.43,0.0,0.12,-1.3777987273155785,10.75,20.09,7.93,64.29,94.24,0.56,12.51,52.95,8.94,80.49,621.56,80.49,384.56
Adriancity,3.27,13.39,0.0,1.24,-0.7839971718123969,14.0,20.65,8.37,65.52,95.37,3.31,10.78,45.19,0.0,35.27,193.99,13.23,374.06
Dearborncity,0.55,2.78,100.0,3.92,0.4086731086495404,5.85,10.78,6.24,79.61,95.97,1.75,1.19,63.29,1.15,215.77,1334.99,19.62,374.06
OilCitycity,0.47,0.5,0.0,0.22,-1.299787885929767,11.84,18.26,7.84,69.31,89.47,1.57,5.78,60.55,0.0,16.91,185.98,67.63,109.9
Frasercity,0.17,1.07,100.0,0.87,0.6131275041244403,4.61,5.38,5.67,74.82,96.97,0.0,0.27,64.97,0.0,84.73,367.15,28.24,374.06
Tallmadgecity,1.32,0.52,100.0,0.58,0.6526042894178647,3.92,5.37,5.36,82.83,97.7,0.76,0.89,64.07,0.0,65.01,370.54,97.51,208.02
Brownsvillecity,53.49,0.7,0.0,0.52,-1.621376384633514,16.32,26.76,8.68,53.66,96.1,0.0,8.92,58.57,0.0,153.23,488.41,9.58,1522.7
Jacksonvillecity,24.35,2.58,98.8,0.69,-0.3450388875795427,6.33,12.81,5.2,69.79,90.37,6.87,6.15,46.33,18.41,530.66,1330.05,56.98,1681.08
Springtownship,1.01,0.87,86.8,0.37,1.184303558802734,1.77,2.61,2.61,84.68,96.56,0.0,0.26,60.21,0.0,10.4,52.02,5.2,62.43
Greenfieldcity,0.1,1.16,0.0,0.39,-0.282700919160971,4.9,7.77,4.44,79.41,96.02,1.14,4.57,51.27,0.0,22.83,144.6,15.22,30.44
Kellercity,0.57,2.86,100.0,0.43,2.782111713410323,1.51,2.55,2.9,90.35,93.64,1.64,1.18,36.42,5.22,20.86,93.88,5.22,323.35
Pascocity,5.64,40.81,98.02,16.07,-1.5960405373556446,12.86,33.01,11.51,62.93,88.88,5.84,12.69,34.23,16.94,177.91,626.91,25.42,881.06
DalyCitycity,7.7,22.35,100.0,9.08,1.1892528871081782,8.44,7.18,5.43,74.42,96.18,1.3,0.85,50.79,7.41,174.59,682.47,6.35,579.84
Fitchburgcity,3.43,9.61,100.0,3.84,-0.5114305915625736,12.41,14.0,9.19,65.98,92.19,6.99,4.78,51.77,2.71,224.77,560.58,32.5,1700.7
Selmacity,1.39,61.28,0.0,14.53,-1.2070469007777516,19.58,24.12,17.23,65.87,97.02,2.86,4.72,50.64,6.06,181.83,1515.24,72.73,1339.48
NorthAndovertown,0.78,1.35,75.15,1.23,2.3864011312750413,3.07,2.84,4.45,84.55,95.41,0.53,0.29,57.78,0.0,29.0,310.71,0.0,165.71
Hueytowncity,13.28,0.21,100.0,0.4,-0.2782229554560452,2.78,6.98,5.34,79.89,96.38,2.31,1.76,67.63,0.0,115.76,392.31,21.08,527.37
LaVernecity,3.0,18.37,100.0,2.32,1.7848220598633042,4.92,4.42,3.94,82.64,96.64,2.95,0.79,50.17,6.01,102.18,546.99,39.07,261.47
Tupelocity,24.37,0.51,0.0,0.28,-0.4206929059627622,6.7,12.61,4.5,69.89,94.89,1.59,6.92,48.7,9.0,174.0,744.01,9.0,300.0
ElkCitycity,3.34,4.17,0.0,0.43,-1.3155786000471366,12.26,18.33,8.24,74.77,81.92,6.78,12.49,44.46,0.0,46.94,291.0,9.39,234.68
Carteretborough,5.82,14.51,100.0,5.21,1.0401838321942023,5.42,8.35,6.58,75.42,96.92,6.19,2.61,65.87,0.0,135.21,353.63,0.0,462.84
Lamesacity,5.39,45.71,0.0,6.74,-1.6061748762667925,11.19,32.97,11.51,79.32,88.22,3.33,18.97,63.39,0.0,18.58,37.17,0.0,706.19
McKinneycity,12.88,16.91,0.0,3.47,-0.4955220362950742,7.75,17.47,5.86,71.81,88.96,4.24,13.77,40.44,3.7,88.81,247.94,22.2,1202.68
Columbiaborough,3.88,2.26,100.0,0.64,-0.931769974074947,8.83,10.77,5.25,68.38,94.79,12.07,5.07,55.75,0.0,103.86,285.62,43.28,519.3
Perrytownship,0.46,0.48,0.0,0.22,-0.721069997643177,7.33,12.36,5.64,75.9,95.0,3.89,5.6,57.03,0.0,61.02,195.9,32.11,253.7
Northamptontownship,0.44,0.67,98.05,0.67,3.2811689842092857,1.91,1.55,2.76,90.93,96.68,0.52,0.05,62.79,0.0,2.78,63.87,5.55,41.65
BentonHarborcity,92.19,0.95,100.0,0.31,-2.6602639641762904,44.82,58.0,28.94,23.22,90.46,15.97,23.88,45.33,37.71,1172.43,1184.1,173.47,374.06
Eufaulacity,34.46,0.56,0.0,0.37,-1.121965590384162,11.9,20.37,7.44,67.06,89.76,1.43,12.11,54.56,7.23,86.74,65.06,21.08,686.71
PortHuroncity,6.81,3.49,100.0,0.44,-1.168866368135753,17.03,22.12,10.79,59.08,93.81,5.3,8.59,51.52,5.96,160.91,292.01,89.39,374.06
Carlsbadcity,1.18,13.78,100.0,3.78,1.684892764553382,4.03,6.84,4.81,77.58,91.78,0.54,0.8,31.55,7.6,145.92,943.91,12.16,541.12
Napacity,0.38,15.24,100.0,4.69,0.4758425642234268,7.33,7.73,4.78,73.0,95.96,1.39,1.62,45.79,4.7,67.44,330.91,123.9,611.64
Daltoncity,10.65,6.53,0.0,3.07,-0.8159321234975253,6.75,14.76,5.78,66.86,91.4,1.34,14.37,43.73,0.0,56.92,551.64,35.02,595.42
Beloitcity,15.67,1.94,100.0,0.67,-0.6577893000235683,15.04,17.55,8.36,62.21,94.83,3.86,8.13,53.08,0.0,189.5,357.35,43.31,343.81
Frankfortcity,11.65,0.56,0.0,0.34,-0.6800612773980674,5.49,13.02,5.14,67.03,92.9,2.49,9.31,49.11,10.93,72.87,189.47,10.93,648.57
Norwichtown,5.28,3.11,100.0,0.95,-0.2459344803205279,8.88,11.88,7.15,67.81,91.17,1.31,3.67,53.01,8.45,160.55,236.59,36.62,543.6
DiamondBarcity,5.66,17.02,100.0,4.96,3.442139995286354,3.36,3.48,3.55,85.6,95.68,0.39,0.3,40.48,3.38,113.32,546.32,23.68,470.21
Evanstoncity,0.17,5.07,0.0,1.21,-0.029224605232147,5.9,9.22,4.73,78.95,81.12,1.68,4.16,35.02,8.27,16.54,215.02,0.0,272.91
JerseyCitycity,29.69,24.24,100.0,8.13,-0.2812868253594155,12.15,18.88,10.83,55.58,90.8,9.39,9.27,57.32,8.8,1100.38,1608.75,25.97,2017.65
Marshalltowncity,1.0,0.98,0.0,0.44,-0.4850341739335376,6.18,9.54,4.46,74.99,93.83,1.52,3.16,58.48,3.99,35.93,167.65,21.08,399.17
Maryvillecity,3.14,0.53,100.0,0.26,-0.73273627150601,8.89,13.87,6.43,72.29,93.21,0.89,6.72,48.93,0.0,35.06,219.11,17.53,604.73
WinterParkcity,13.43,2.5,100.0,0.66,0.6645062455809568,4.04,9.98,3.4,68.83,91.74,1.93,2.37,48.88,0.0,311.11,559.15,29.43,870.26
Conroecity,13.4,17.42,0.0,6.18,-0.9199858590619844,7.49,18.78,5.87,69.34,87.1,4.58,11.3,43.21,9.53,279.62,845.22,15.89,1404.47
Sheboygancity,0.21,2.52,100.0,2.21,-0.4470893235917982,7.47,9.31,5.25,78.28,95.7,1.02,2.92,56.52,1.97,43.33,179.23,43.33,145.74
Racinecity,18.45,8.13,100.0,1.34,-0.5775394767852934,11.71,15.86,7.63,61.87,95.81,6.26,5.27,57.15,9.23,374.82,546.66,48.44,811.92
Springfieldcity,19.15,16.9,100.0,5.53,-0.6817110534998821,16.52,20.11,9.34,53.6,94.21,3.21,5.49,54.45,13.34,450.73,2457.56,21.08,374.06
Reddingcity,1.05,3.96,100.0,1.45,-0.6614423756775866,14.66,14.31,8.74,67.38,95.84,2.38,3.06,34.92,8.19,155.58,466.75,27.3,631.89
Templecity,17.13,13.71,100.0,1.45,-0.9718359651190196,8.19,19.16,6.66,69.37,87.62,1.6,12.31,45.27,9.42,167.71,557.79,13.19,1164.57
UpperGwyneddtownship,3.11,0.77,97.38,1.58,2.9580485505538534,1.76,1.28,2.09,90.26,95.07,0.0,0.72,56.05,0.0,24.18,40.31,24.18,56.43
Jamestowncity,0.3,0.5,0.0,0.25,-1.0953334904548668,7.67,11.72,3.94,76.11,92.03,2.79,3.05,52.92,0.0,19.43,207.29,38.87,129.56
Doylestowntownship,2.52,1.14,92.12,0.59,2.4476785293424466,2.37,2.22,2.34,87.15,93.68,0.33,0.33,53.2,0.0,6.78,40.66,27.11,291.41
Foxboroughtown,0.5,0.7,81.15,0.44,1.6455338204100871,3.29,4.5,4.97,81.05,96.07,1.4,0.48,67.13,0.0,6.63,132.67,0.0,199.0
HighlandParkcity,92.8,0.68,100.0,0.64,-2.549611124204572,34.6,42.36,31.23,22.97,87.68,38.71,11.56,55.38,40.84,1172.43,2457.56,74.39,374.06
DesPlainescity,0.61,6.61,100.0,2.75,1.2650247466415272,2.31,2.2,3.05,85.26,97.47,1.54,0.8,63.68,0.0,44.1,248.04,18.37,374.06
Nicholasvillecity,4.8,0.4,0.0,0.37,-0.728611831251473,6.35,12.68,5.21,74.93,94.77,0.37,9.12,46.44,0.0,66.46,252.56,0.0,471.89
FortLauderdalecity,28.11,7.15,100.0,3.85,-0.4951685128446854,4.95,17.11,6.68,56.97,81.75,3.45,7.18,47.93,18.75,768.17,1890.79,38.11,1421.42
Jacksonvillecity,17.65,1.78,0.0,0.6,-1.1016969125618663,5.73,21.03,7.84,74.12,92.3,0.66,5.06,35.05,0.0,54.18,99.32,9.03,460.5
Brecksvillecity,1.96,0.89,100.0,0.69,2.587202451095923,1.16,2.26,3.78,92.06,96.78,0.0,0.14,59.99,0.0,7.94,87.37,0.0,39.71
Peekskillcity,21.21,9.71,100.0,3.27,0.469479142116427,6.42,11.61,5.17,64.53,91.39,1.52,3.39,52.14,4.91,162.15,358.69,21.08,761.6
Radcliffcity,19.74,3.94,0.0,0.94,-0.7358001414093801,5.5,13.18,9.78,74.65,86.79,0.46,8.38,34.24,9.98,69.83,124.69,4.99,369.08
Wilbrahamtown,1.23,0.8,50.04,0.91,2.219420221541362,3.61,3.5,4.0,88.2,96.61,0.64,0.36,69.9,0.0,23.12,462.36,46.24,208.06
Schertzcity,3.69,17.73,97.66,1.3,0.0385340560923874,4.83,11.42,5.62,79.06,93.15,0.0,5.76,46.49,0.0,77.33,139.19,38.66,278.38
Northglenncity,1.64,14.58,100.0,0.9,0.387108178175819,4.6,5.34,5.34,74.65,94.13,0.33,2.98,54.2,3.55,63.89,315.91,28.4,330.1
Lynnwoodcity,1.96,2.99,100.0,2.81,-0.1094744284704218,6.49,9.29,4.55,70.49,95.45,1.11,2.69,36.51,3.22,177.07,582.72,41.85,367.02
NorthRidgevillecity,0.64,1.49,100.0,0.3,1.1376384633514025,3.58,4.1,4.15,84.45,97.91,1.96,1.41,60.81,0.0,8.88,97.7,4.44,248.69
Planocity,4.14,6.23,100.0,2.15,2.647183596511902,1.45,3.34,2.88,85.88,93.63,0.8,1.92,40.12,1.25,56.12,262.54,11.85,303.7
Kirklandcity,1.51,2.36,100.0,0.77,0.8244166863068584,2.5,5.67,3.45,73.56,95.29,1.41,0.51,41.06,2.33,93.13,405.11,25.61,221.18
Saginawtownship,2.84,3.39,98.26,0.72,0.5712938958284233,3.76,5.58,5.76,80.92,96.74,0.58,0.78,56.83,0.0,54.23,87.81,18.08,374.06
SouthMiamicity,29.58,23.76,100.0,4.94,0.0353523450388875,6.18,14.79,5.49,63.68,95.01,11.98,2.76,57.52,0.0,870.43,1622.99,18.13,1759.0
WallaWallacity,2.25,10.2,0.0,3.08,-1.1949092623144002,9.86,19.34,9.18,69.13,93.08,3.93,6.03,43.15,0.0,84.26,273.01,70.78,903.3
MountProspectvillage,1.14,6.42,100.0,4.6,1.775512609003064,2.19,3.26,3.26,86.27,96.81,0.45,0.99,57.08,0.0,33.52,143.39,5.59,374.06
BalchSpringscity,9.34,13.43,100.0,2.75,-0.3189959934008955,6.28,13.67,5.17,71.45,88.4,6.08,9.86,45.81,5.18,186.34,688.41,119.05,2008.28
Kingsportcity,4.43,0.34,100.0,0.23,-1.0241574357765733,10.42,18.12,6.41,70.75,93.35,1.89,7.72,55.89,5.12,81.89,353.14,38.38,570.65
Windsortown,17.23,3.43,87.84,1.12,2.21388168748527,2.44,2.43,4.59,82.75,96.14,0.0,0.33,56.18,3.59,35.91,165.18,7.18,82.59
Marshfieldtown,0.72,0.66,0.0,0.38,2.0675229790242753,3.8,3.63,6.62,82.55,85.13,5.68,0.21,62.02,0.0,8.73,152.86,0.0,179.06
Sanfordcity,28.49,4.9,100.0,1.43,-0.7555974546311572,9.2,16.27,5.81,61.24,87.6,3.21,8.16,46.34,8.57,403.01,634.52,20.01,1440.54
Rosenbergcity,7.85,44.2,0.0,7.72,-0.667923638934716,6.59,21.54,6.18,72.11,91.7,5.19,12.95,51.0,4.56,296.38,424.06,178.53,1199.22
Camarillocity,1.6,12.09,100.0,2.98,1.9771388168748527,4.74,4.37,3.68,82.98,96.68,0.0,0.52,47.18,0.0,71.91,149.07,28.06,270.09
Chicocity,1.82,8.69,100.0,1.93,-1.46547254301202,9.49,32.03,9.2,61.4,95.17,1.14,3.26,23.36,2.28,107.16,364.79,57.0,449.15
Vernontownship,0.37,2.18,0.0,0.16,2.3033231204336553,2.24,2.93,4.96,90.14,78.53,0.71,0.16,60.41,4.61,4.61,73.69,0.0,115.14
RockyMountcity,49.59,0.54,100.0,0.58,-0.8703747348574122,11.28,18.09,5.66,58.43,93.55,1.84,8.66,52.11,26.49,384.05,442.7,18.92,1275.11
Jenningscity,26.32,0.78,0.0,1.12,-1.7190666980909737,13.89,32.89,12.87,67.21,89.36,6.51,11.45,60.5,16.74,58.57,125.51,25.1,1204.92
Sanduskycity,18.93,2.27,0.0,0.24,-1.0498468065048314,8.34,15.4,8.71,62.66,89.89,0.81,7.5,55.09,9.9,82.5,395.99,6.6,290.39
Binghamtoncity,4.89,1.83,100.0,1.21,-1.2432241338675465,10.55,19.98,8.21,62.93,91.84,4.03,7.18,51.42,5.88,121.45,29.69,17.63,284.04
Ashlandcity,2.5,0.25,100.0,0.35,-1.123851048786236,10.3,18.06,7.23,70.07,91.9,3.25,7.89,60.11,0.0,20.42,200.1,0.0,514.54
Hazlettownship,0.86,3.74,100.0,0.76,2.267617251944379,3.28,2.61,5.12,89.08,97.94,2.67,0.63,72.3,0.0,4.35,108.73,4.35,69.59
MidwestCitycity,16.27,2.67,100.0,0.57,-0.5183832194202216,5.25,11.25,6.58,68.72,89.25,1.59,5.52,51.19,1.86,135.69,578.06,18.59,513.0
PhenixCitycity,39.97,0.61,100.0,0.55,-1.291892528871082,10.49,22.21,8.83,58.74,90.12,2.34,8.87,57.5,6.86,144.1,545.53,21.08,816.58
WestMifflinborough,7.45,0.36,100.0,0.4,-0.5390054206929059,7.19,9.99,7.39,73.97,96.88,2.26,1.07,78.56,8.54,115.32,1618.69,12.81,469.8
Johnstowncity,8.95,1.4,100.0,0.56,-1.9563987744520384,16.08,26.94,14.17,60.67,85.47,0.89,8.99,66.38,0.0,175.42,226.58,36.55,694.37
Gainesvillecity,7.05,6.45,0.0,2.08,-1.305326419985859,7.96,21.68,6.56,73.35,88.71,5.38,12.39,52.18,6.93,90.1,207.91,13.86,277.22
PortAngelescity,0.4,1.63,0.0,0.42,-0.7961348102757483,8.42,13.89,7.46,68.28,93.96,2.33,3.93,47.83,10.41,78.04,244.52,67.63,239.32
Modestocity,2.68,16.34,100.0,5.4,0.0306386990337025,13.19,12.98,8.9,73.47,95.2,1.2,2.34,38.24,6.77,200.85,898.76,160.23,813.57
Shivelycity,14.88,0.51,100.0,0.24,-0.7630214470893236,5.08,10.67,6.09,65.99,96.34,1.99,3.42,64.51,0.0,306.73,728.48,0.0,632.63
Plainstownship,0.14,0.26,98.21,0.52,-0.7184774923403252,5.9,9.05,6.44,81.85,94.56,5.88,1.38,73.23,0.0,35.79,187.92,8.95,178.97
Galvestoncity,29.05,21.41,98.68,3.13,-1.2510016497761018,9.45,24.24,8.93,57.24,78.18,7.57,10.76,48.74,39.78,490.56,1277.78,99.44,1756.74
Flinttownship,7.65,1.64,96.9,0.63,-0.0055385340560923,7.61,9.98,7.05,70.24,95.19,6.27,2.7,59.37,0.0,151.34,616.77,22.84,374.06
Saratogacity,0.42,3.35,100.0,1.93,6.5087202451095925,1.84,1.44,2.86,89.97,97.43,1.13,0.09,61.74,0.0,43.33,46.66,6.67,173.3
Berkleycity,0.16,1.1,100.0,0.58,0.6189017204807918,4.67,3.72,5.12,81.78,98.25,0.0,0.23,64.42,0.0,66.05,168.14,0.0,374.06
VentnorCitycity,1.39,5.27,100.0,0.75,0.1978552910676408,6.08,6.64,3.35,70.2,65.92,0.57,1.28,61.34,0.0,92.2,175.18,0.0,313.48
Vacavillecity,8.91,15.9,100.0,2.75,1.0886165448974785,6.56,6.09,4.9,76.5,95.63,0.48,1.85,35.46,1.2,89.9,261.31,32.36,433.92
Amescity,2.45,1.56,0.0,1.44,-0.8019090266321,3.03,24.12,4.29,82.88,97.23,2.92,1.47,27.29,2.14,10.69,147.51,21.08,91.93
SouthSaltLakecity,1.32,9.69,100.0,2.21,-1.5100164977610182,9.56,17.24,7.93,60.38,88.7,3.02,7.08,40.26,0.0,192.17,1048.22,61.15,602.73
Guilfordtown,0.55,1.55,8.87,0.39,2.9076125382983737,1.76,2.97,3.69,86.58,92.48,1.2,0.32,63.12,0.0,24.88,114.46,4.98,44.79
Saugustown,0.55,0.91,100.0,0.77,1.2347395710582136,5.08,3.93,5.8,82.07,97.46,0.83,0.37,74.48,0.0,70.22,302.355,21.08,491.54
Alexandriacity,21.89,9.69,100.0,4.98,1.1820645769502711,3.06,7.09,3.5,65.23,91.46,0.58,2.21,36.8,7.89,329.78,849.89,27.19,659.56
Caycecity,19.44,1.02,100.0,0.5,-0.5156728729672402,6.95,9.3,4.88,70.83,93.94,2.45,5.75,55.75,0.0,370.72,655.89,0.0,1292.78
Leesburgtown,12.26,2.43,0.0,1.71,0.995286353994815,3.66,6.14,2.11,76.58,90.68,0.31,2.63,30.42,5.01,20.02,115.14,5.01,150.18
Rowlettcity,5.38,5.97,100.0,1.07,1.9655903841621496,1.79,2.53,3.14,89.58,92.74,2.03,0.98,36.41,0.0,28.37,107.17,15.76,349.87
Nutleytownship,1.76,3.27,100.0,2.36,1.382394532170634,3.15,5.04,5.15,84.0,96.3,1.23,0.54,69.35,3.63,87.13,446.56,54.46,279.55
Kelsocity,0.34,3.49,100.0,1.25,-0.8901720480791893,13.66,20.43,10.15,63.74,95.18,6.38,8.48,46.15,0.0,136.6,498.19,88.39,739.25
Donnacity,0.16,88.19,100.0,20.26,-1.7109356587320292,24.49,38.96,18.14,70.46,77.62,6.62,17.51,66.12,6.78,54.24,576.27,0.0,284.75
Hollywoodcity,8.52,11.86,100.0,3.32,-0.4818524628800377,5.28,11.01,6.05,70.56,83.57,1.7,4.01,49.56,7.09,374.31,1026.79,16.55,822.7
Pittsburghcity,25.78,0.94,100.0,0.95,-1.2601932594862126,13.75,21.42,9.07,55.81,90.2,13.33,2.92,60.22,22.55,784.71,1833.81,94.42,1262.47
Wethersfieldtown,1.14,1.65,100.0,2.31,1.4667687956634456,2.9,2.7,3.46,82.44,97.03,0.31,0.52,71.43,0.0,85.67,373.83,7.79,210.28
Florencecity,0.91,0.77,100.0,0.55,-0.0201508366721659,6.02,8.91,3.33,75.31,95.32,0.0,1.54,46.8,0.0,122.84,254.79,0.0,464.08
Whitehallborough,0.51,0.42,100.0,0.21,0.3231204336554324,2.43,6.66,4.11,83.3,97.04,1.6,1.12,69.47,0.0,7.09,163.07,0.0,42.54
Cliftoncity,1.4,6.8,100.0,3.97,0.9974074946971484,3.23,4.7,4.71,81.63,96.81,0.42,1.54,67.63,0.0,96.79,604.95,6.72,205.68
Plymouthtown,1.85,1.22,0.0,0.61,0.9951685128446852,7.01,5.75,7.16,78.57,80.76,4.86,1.1,58.1,2.06,22.68,156.69,2.06,896.83
FortCollinscity,0.98,7.06,100.0,0.93,-0.5438369078482206,3.62,16.95,5.64,78.2,95.28,0.84,2.39,32.29,0.99,25.64,169.6,26.62,383.57
Lincolntown,0.23,1.01,80.85,0.83,0.6647419278812161,4.61,4.8,4.91,81.9,96.66,1.23,0.92,65.26,0.0,16.12,719.93,5.37,75.22
Rosemeadcity,0.62,49.66,100.0,24.51,-0.1969125618666038,17.5,20.02,8.41,74.0,96.94,2.77,3.2,44.96,15.3,506.84,864.49,19.13,1262.31
Ashlandcity,0.5,2.35,0.0,0.5,-0.926467122319114,4.78,17.35,6.19,64.16,95.13,0.28,4.35,36.56,5.8,63.76,197.07,69.55,144.9
MiamiShoresvillage,20.39,13.52,100.0,4.07,1.2053971246759367,1.99,11.12,4.8,76.42,93.59,0.0,0.76,53.22,0.0,962.32,1933.73,9.08,1425.33
OaklandParkcity,12.86,11.94,100.0,4.61,-0.4399010134338911,4.59,10.36,4.61,63.04,87.19,2.08,5.69,37.35,6.76,604.65,1675.45,6.76,1607.89
NewCastlecity,2.15,0.57,0.0,0.64,-1.4256422342682065,8.66,19.72,11.23,67.32,93.12,4.45,11.41,59.11,0.0,31.78,243.62,0.0,121.81
Plainviewcity,6.71,41.86,0.0,6.55,-1.1793542304972895,9.2,22.58,8.0,77.3,90.53,7.38,14.49,50.27,17.59,87.93,171.47,30.78,567.16
Laconiacity,0.13,0.62,0.0,0.5,-0.2739806740513787,6.33,8.24,7.74,71.63,75.31,0.35,7.74,52.89,6.47,25.89,265.41,178.53,627.91
Franklintown,0.67,0.65,78.31,0.7,2.267028046193731,4.13,2.4,5.23,86.03,96.28,1.05,0.2,54.47,0.0,7.7,96.31,0.0,69.34
