communityname,racepctblack,pctUrban,pctWPubAsst,PctPopUnderPov,PctHousOccup,PctSameHouse85,arsons,arsonsPerPop
Southfieldcity,29.12,100.0,3.71,5.83,91.61,50.42,2.6390573296152584,16.2
Seymourtown,0.8,78.51,3.76,4.56,95.35,65.56,1.6094379124341005,27.65
WestHartfordtown,2.18,100.0,3.78,3.63,95.58,63.32,2.302585092994046,14.96
NewBrightoncity,0.76,100.0,3.07,6.54,96.73,52.34,1.6094379124341005,18.34
Sheridancity,0.17,0.0,6.39,10.73,90.46,48.61,1.6094379124341005,26.81
Crystalcity,1.82,100.0,2.93,3.85,97.18,61.47,1.6094379124341005,17.31
Hesperiacity,2.48,100.0,11.73,12.49,95.35,37.81,2.9444389791664403,30.29
Laramiecity,0.92,0.0,4.5,21.03,93.9,33.89,2.0794415416798357,25.5
Eustiscity,20.03,0.0,6.28,14.8,86.13,41.24,0.0,0.0
Readingcity,1.43,100.0,5.04,6.04,95.39,60.91,0.0,0.0
Shakopeecity,0.94,0.0,4.82,5.08,95.92,52.94,1.0986122886681098,15.19
Hartsellecity,6.33,100.0,7.58,10.52,94.48,54.47,1.791759469228055,21.08
Edencity,18.59,0.0,7.77,16.19,94.14,62.54,1.3862943611198906,18.65
LaHabracity,0.95,100.0,6.42,8.03,97.01,48.58,2.833213344056216,29.67
Adacity,4.25,0.0,10.01,22.93,87.75,48.32,2.0794415416798357,43.88
Oaklandborough,1.08,100.0,1.55,1.53,97.21,66.51,0.6931471805599453,8.2
Portervillecity,0.97,0.0,20.78,26.82,95.17,42.25,1.0986122886681098,6.14
Pasadenacity,18.96,100.0,9.16,14.92,94.66,45.87,3.951243718581427,37.82
NewCastlecity,8.0,0.0,15.88,19.69,91.26,66.85,3.1354942159291497,79.01
Northportcity,22.83,100.0,8.64,17.16,95.97,51.01,1.791759469228055,21.08
WestManchestertownship,1.22,83.06,2.66,4.02,96.43,60.62,0.0,0.0
BeaverFallscity,17.03,100.0,20.54,26.75,90.38,57.16,0.6931471805599453,8.96
Fultoncity,11.17,0.0,6.82,11.41,91.17,48.83,0.6931471805599453,9.46
DeLandcity,21.9,0.0,6.22,20.32,86.89,40.43,1.6094379124341005,21.82
Covingtoncity,7.67,100.0,9.97,19.83,90.59,52.39,4.30406509320417,170.22
Brookingscity,0.45,0.0,3.94,22.83,94.56,31.73,0.0,0.0
SandSpringscity,1.64,100.0,5.66,8.3,89.92,48.61,0.6931471805599453,6.03
IdahoFallscity,0.58,100.0,5.12,10.5,95.08,48.64,3.295836866004329,50.73
Mesacity,1.85,100.0,3.8,9.5,76.79,36.34,4.465908118654584,26.49
Westboroughtown,1.7,78.65,2.42,3.45,93.5,54.04,0.0,0.0
Bridgeporttownship,12.07,67.59,11.34,13.7,96.51,66.76,0.6931471805599453,7.64
Woodhavencity,0.65,100.0,2.78,3.61,95.72,60.19,1.0986122886681098,16.68
ApacheJunctioncity,0.38,100.0,6.29,16.72,60.38,42.29,1.9459101490553132,27.15
SouthSanFranciscodivision,4.82,99.98,5.77,5.85,96.47,53.89,3.091042453358316,37.38
Maynardtown,0.83,100.0,3.69,5.57,96.2,57.29,1.3862943611198906,28.65
Lumbertoncity,30.39,0.0,17.99,29.1,93.26,57.46,2.4849066497880004,56.34
WebsterGrovescity,7.09,100.0,2.78,3.96,95.26,66.54,1.9459101490553132,25.8
Hamptoncity,38.85,100.0,5.73,10.82,92.63,45.63,4.30406509320417,51.76
Newtoncity,0.22,0.0,5.77,7.49,96.17,55.78,1.791759469228055,21.08
Alexandriacity,49.29,100.0,14.61,28.78,89.12,53.03,0.0,0.0
Taylorcity,4.21,100.0,11.19,11.92,96.63,59.51,3.737669618283368,59.49
Moundsvillecity,1.28,100.0,10.0,16.7,92.2,58.35,0.0,0.0
Anchoragecity,6.43,97.97,6.38,7.07,87.84,37.54,4.663439094112067,41.42
Irvingcity,7.52,100.0,2.28,10.55,88.99,35.53,3.828641396489095,26.78
SaratogaSpringscity,3.28,0.0,5.1,8.87,90.11,47.93,2.0794415416798357,26.85
Bedfordtown,0.19,16.52,0.5,2.24,96.17,60.17,0.0,0.0
Muskogeecity,18.85,0.0,11.68,22.47,85.37,50.52,3.044522437723423,51.02
WestBendcity,0.13,0.0,4.52,4.37,97.74,52.47,2.302585092994046,32.8
Lafayettecity,27.19,100.0,7.99,21.89,89.96,49.61,3.970291913552122,50.52
NewPhiladelphiacity,0.67,0.0,8.23,12.51,94.68,57.93,0.6931471805599453,5.99
Jacksontownship,2.97,86.67,5.43,7.4,96.07,50.71,1.6094379124341005,12.14
Texarkanacity,31.74,100.0,9.36,25.16,88.29,56.75,2.9444389791664403,77.55
CedarGrovetownship,2.24,100.0,2.04,3.0,98.41,65.22,2.4849066497880004,89.92
Germantowncity,1.85,100.0,0.97,1.11,96.24,49.69,1.0986122886681098,5.5
PanamaCitycity,21.82,100.0,9.39,19.64,88.23,49.38,2.8903717578961645,44.07
AtlanticCitycity,51.31,100.0,14.85,24.97,72.74,53.85,4.634728988229636,178.53
Tustincity,5.71,100.0,4.75,6.85,94.98,32.17,3.5263605246161616,56.15
Atwatercity,9.26,0.0,13.51,12.58,96.86,34.22,2.3978952727983707,42.58
Lansdowneborough,5.16,100.0,4.26,3.39,96.13,61.84,0.0,0.0
EastLampetertownship,1.33,57.76,1.93,4.98,96.41,60.33,0.0,0.0
BayCitycity,2.45,100.0,15.24,18.06,95.1,63.14,2.3978952727983707,25.9
KlamathFallscity,1.14,0.0,8.67,21.77,92.02,41.64,1.791759469228055,26.09
NorthSmithfieldtown,0.16,64.68,2.98,4.08,97.24,68.04,0.0,0.0
Salemtown,0.93,80.84,3.77,3.81,92.81,61.74,1.6094379124341005,15.37
Woodburncity,0.28,0.0,8.52,22.45,97.26,46.81,2.5649493574615367,84.5
NationalCitycity,8.46,100.0,20.05,21.34,96.92,37.65,3.5553480614894135,58.8
Clintontown,1.02,0.0,2.26,3.33,86.1,54.9,0.6931471805599453,7.6
AmericanForkcity,0.05,100.0,5.68,8.08,97.02,59.24,0.0,0.0
Livermorecity,1.52,100.0,4.61,5.18,96.06,46.26,2.772588722239781,23.56
Franklincity,0.79,100.0,10.26,16.4,96.74,55.26,0.0,0.0
Somersettown,0.14,100.0,4.36,3.49,96.92,78.11,0.0,0.0
Hemetcity,0.68,100.0,10.72,14.05,88.35,36.1,3.258096538021482,59.78
Murfreesborocity,14.49,0.0,5.47,15.99,91.46,36.57,2.4849066497880004,21.51
Evanstoncity,22.87,100.0,3.43,9.85,95.85,44.94,2.833213344056216,21.41
RiverRougecity,35.15,100.0,26.54,28.51,91.47,61.23,2.772588722239781,140.88
Atholtown,0.51,0.0,10.04,11.67,90.48,57.01,0.0,0.0
Littletoncity,0.88,100.0,3.74,7.34,94.09,45.47,3.044522437723423,51.6
Homewoodvillage,6.4,100.0,1.47,1.36,97.81,60.19,1.0986122886681098,9.98
Jacksontownship,3.14,59.2,3.55,3.76,93.94,52.08,1.3862943611198906,8.77
HarkerHeightscity,10.29,100.0,4.76,11.21,89.33,35.04,1.3862943611198906,16.5
Tullahomacity,6.89,0.0,8.26,14.22,92.81,51.62,1.791759469228055,21.08
Belmontcity,1.59,100.0,3.17,4.71,97.92,52.49,1.3862943611198906,11.87
Waynetownship,1.06,100.0,2.29,2.28,96.63,64.92,1.791759469228055,10.12
Fairfieldcity,13.8,100.0,9.13,7.42,96.46,36.88,3.9318256327243257,59.38
Covingtoncity,45.42,0.0,13.52,23.6,93.13,57.3,0.6931471805599453,8.61
Tivertontown,0.25,59.79,5.95,5.59,93.8,70.45,1.0986122886681098,13.72
Stowcity,1.08,100.0,2.49,3.06,96.41,52.6,0.0,0.0
Hackensackcity,24.77,100.0,5.77,6.97,92.99,52.19,2.5649493574615367,31.89
Pearlandcity,1.67,100.0,1.83,4.74,96.54,49.72,2.1972245773362196,31.49
Montgomerytownship,1.63,79.95,1.55,1.08,94.9,41.49,0.6931471805599453,8.07
Kannapoliscity,17.99,100.0,6.25,11.76,94.5,60.95,2.4849066497880004,35.25
Fresnocity,8.3,100.0,19.61,24.04,94.13,40.03,6.492239835020471,169.63
Brownsvillecity,0.2,100.0,21.71,43.86,90.79,58.78,3.4657359027997265,26.95
SulphurSpringscity,14.25,0.0,8.02,18.84,85.74,44.84,1.0986122886681098,13.51
Fullertoncity,2.17,100.0,4.8,9.81,95.15,44.7,3.4657359027997265,26.39
Centraliacity,0.47,0.0,10.97,16.3,93.73,44.35,2.1972245773362196,62.29
NorthHaventown,2.13,100.0,1.27,2.45,96.85,71.86,1.3862943611198906,13.32
Allentowncity,4.98,100.0,8.55,12.86,93.73,54.68,3.7612001156935624,39.81
PointPleasantborough,0.39,100.0,3.32,3.14,87.53,67.02,0.0,0.0
Warrentownship,1.18,35.17,1.28,0.73,96.04,59.96,0.6931471805599453,8.59
Asheborocity,13.09,0.0,6.27,12.84,93.48,52.08,1.3862943611198906,15.97
Clarksburgcity,3.52,0.0,9.39,17.02,85.96,62.46,0.6931471805599453,5.64
Walnutcity,6.61,100.0,4.13,4.09,96.97,40.48,2.1972245773362196,24.61
Garycity,80.57,100.0,17.1,29.43,87.01,64.54,6.222576268071369,178.53
Hammondcity,9.19,100.0,8.14,13.49,94.76,62.49,4.23410650459726,81.37
Dennistown,1.0,61.47,8.11,10.56,42.71,53.19,2.302585092994046,61.22
NorthCantoncity,0.52,100.0,2.35,5.14,96.28,56.7,0.0,0.0
McMinnvillecity,0.23,0.0,6.54,12.92,97.48,39.52,2.0794415416798357,33.89
FortPiercecity,42.37,100.0,11.62,29.23,82.15,45.34,2.9444389791664403,48.21
MasonCitycity,0.93,0.0,6.39,9.63,94.93,55.85,1.791759469228055,21.08
Peabodycity,1.21,100.0,5.68,4.6,96.25,65.87,1.3862943611198906,6.22
Benbrookcity,3.91,100.0,1.48,4.18,93.86,48.61,0.6931471805599453,4.68
Brownwoodcity,6.1,0.0,11.52,23.79,86.08,48.78,2.3978952727983707,52.28
Lebanoncity,1.44,0.0,10.12,14.61,95.2,56.04,1.0986122886681098,7.83
SouthHoustoncity,2.69,100.0,8.91,21.39,89.33,47.82,1.3862943611198906,19.99
Kingsvillecity,3.76,0.0,12.75,27.26,84.45,51.3,2.9444389791664403,68.72
Kentwoodcity,5.59,100.0,4.3,4.98,93.33,44.53,1.9459101490553132,14.96
Butlercity,1.4,0.0,13.59,23.2,92.86,56.9,1.6094379124341005,23.64
Laceytownship,0.31,0.0,3.53,4.29,83.64,56.47,2.6390573296152584,57.02
Ansoniatown,8.28,100.0,6.21,7.59,95.42,64.5,1.791759469228055,27.54
EastGreenwichtown,0.41,65.95,4.93,4.72,95.41,56.73,0.0,0.0
Sharonvillecity,2.17,100.0,2.87,5.23,93.41,47.42,0.6931471805599453,7.13
Greenvillecity,0.52,0.0,5.99,10.98,95.51,53.17,1.3862943611198906,23.16
Tempecity,3.2,100.0,3.47,13.61,90.38,34.8,4.04305126783455,37.5
Sanfordcity,34.85,0.0,9.21,21.06,92.16,52.15,2.5649493574615367,72.61
Williamsburgcity,15.21,100.0,5.79,19.37,87.58,23.89,0.6931471805599453,7.88
Wickliffecity,2.69,100.0,2.52,4.18,98.4,76.02,0.0,0.0
Smyrnacity,15.87,100.0,2.73,6.57,88.19,37.42,0.0,0.0
CrownPointcity,1.46,100.0,2.17,3.43,97.66,58.26,1.3862943611198906,16.5
Hanahancity,9.32,100.0,4.17,7.53,94.5,43.82,0.0,0.0
Haverfordtownship,2.03,100.0,2.35,3.18,97.31,69.18,0.6931471805599453,1.97
LongBranchcity,19.5,100.0,9.04,14.72,84.68,54.77,3.1354942159291497,78.51
Humblecity,7.75,100.0,4.36,8.56,90.08,32.52,1.3862943611198906,22.48
Suffieldtown,1.55,22.54,3.72,2.72,95.26,59.43,0.6931471805599453,8.74
Bettendorfcity,1.37,100.0,2.86,4.73,96.38,53.52,1.791759469228055,21.08
LaCrossecity,0.72,100.0,8.53,21.04,95.56,45.19,2.70805020110221,27.3
Hobartcity,0.22,100.0,3.55,5.08,97.24,63.4,0.0,0.0
Albemarlecity,17.63,0.0,7.86,14.11,92.54,59.37,1.791759469228055,28.5
RoyalOakcity,0.51,100.0,3.12,4.56,97.19,59.55,2.3978952727983707,14.53
Newportcity,3.8,100.0,12.14,25.83,90.16,48.66,1.6094379124341005,21.24
DeerfieldBeachcity,16.68,100.0,2.78,9.89,80.28,51.19,1.791759469228055,10.51
Christiansburgtown,5.31,0.0,6.92,10.92,95.92,50.91,0.0,0.0
VeroBeachcity,3.29,100.0,3.69,9.85,82.16,46.67,1.0986122886681098,10.86
WestPatersonborough,1.42,100.0,3.56,3.86,95.71,62.05,0.6931471805599453,8.75
Sherwoodcity,5.25,100.0,2.53,4.25,95.16,50.98,0.6931471805599453,4.83
Shoreviewcity,0.74,100.0,1.43,2.77,96.89,49.88,1.3862943611198906,11.03
Louisvillecity,29.65,100.0,11.47,22.61,91.17,56.29,5.552959584921617,94.26
Needhamtown,0.66,100.0,1.82,3.29,97.65,67.81,1.6094379124341005,14.09
Jacksonvillecity,24.29,0.0,10.28,26.71,91.87,47.04,0.6931471805599453,7.82
Limacity,24.04,100.0,13.1,21.57,87.38,53.68,4.060443010546419,127.89
Charlestoncity,41.58,100.0,8.36,21.61,89.6,44.85,1.0986122886681098,2.6
Westporttown,1.07,100.0,1.95,3.15,94.26,59.67,1.3862943611198906,12.11
Portlandcity,1.12,100.0,9.55,14.03,90.23,45.15,4.736198448394496,178.53
Bucyruscity,0.55,0.0,9.67,15.52,94.53,58.19,0.6931471805599453,7.54
Owensborocity,6.43,100.0,7.99,18.9,93.92,51.72,1.9459101490553132,11.09
Broomfieldcity,0.67,99.66,2.6,5.05,95.83,47.29,3.091042453358316,74.71
Dovertown,6.1,100.0,4.39,7.64,96.23,53.31,1.6094379124341005,27.45
Ashlandcity,1.57,0.0,6.19,12.13,95.16,50.67,1.0986122886681098,9.43
FergusFallscity,0.11,0.0,7.46,14.86,94.34,53.74,1.0986122886681098,15.87
ForestGrovecity,0.54,100.0,5.64,15.78,96.94,41.26,1.791759469228055,31.65
Durhamcity,45.71,100.0,7.3,14.9,92.4,39.46,4.51085950651685,61.65
Wiltontown,1.01,33.65,1.29,3.02,95.6,58.7,0.6931471805599453,6.16
Mantuatownship,1.3,86.05,3.34,3.2,95.69,65.63,0.6931471805599453,9.47
MountPleasantcity,20.29,0.0,8.61,24.64,92.25,46.39,1.6094379124341005,30.47
MorganHillcity,1.6,100.0,5.48,4.51,95.72,44.0,2.995732273553991,70.63
AppleValleytown,3.86,99.68,9.8,10.67,93.5,30.85,3.218875824868201,45.93
CasaGrandecity,5.16,0.0,10.09,17.44,87.72,42.47,3.332204510175204,123.7
Aberdeencity,0.16,0.0,5.1,12.2,93.54,50.21,2.3978952727983707,39.42
Farmingtontown,1.31,76.4,2.76,2.61,94.9,49.62,0.0,0.0
Eveshamtownship,2.84,90.52,1.17,2.24,94.68,49.07,1.791759469228055,13.83
Ashwaubenonvillage,0.39,100.0,4.33,5.22,97.36,49.59,1.0986122886681098,11.49
SouthKingstowntown,1.47,0.0,4.65,6.95,75.75,45.93,0.0,0.0
Stamfordtown,17.78,100.0,5.43,6.29,94.73,54.75,3.4657359027997265,28.92
Masoncity,0.39,100.0,3.39,2.66,97.54,51.5,1.0986122886681098,14.99
Kennewickcity,1.13,100.0,8.95,13.93,93.4,41.95,1.791759469228055,10.23
MoundsViewcity,0.58,100.0,5.5,5.98,96.25,53.71,1.6094379124341005,30.51
Haddonfieldborough,1.38,100.0,1.71,2.8,96.54,69.28,1.0986122886681098,17.18
Robbinsdalecity,1.73,100.0,3.67,5.0,97.61,58.66,1.6094379124341005,28.2
Norwalktown,15.48,100.0,4.34,5.2,94.84,58.49,2.6390573296152584,16.52
Cincinnaticity,37.94,100.0,14.32,24.34,91.28,49.12,6.366470447731438,161.5
Bridgewatertown,4.72,49.98,5.0,4.74,95.46,51.71,0.0,0.0
Lockportcity,5.61,0.0,8.2,14.45,95.09,55.04,1.6094379124341005,15.59
Kalamazootownship,9.12,98.8,6.7,11.91,93.85,54.4,2.302585092994046,41.76
Paducahcity,20.89,0.0,12.47,23.81,90.91,53.3,0.6931471805599453,3.69
WindsorLockstown,1.5,100.0,3.95,3.04,96.53,60.32,1.3862943611198906,24.25
LasVegascity,11.43,99.84,5.98,11.47,90.94,33.43,6.131226489483141,63.98
Belchertowntown,0.52,0.0,5.43,9.32,95.91,55.11,0.6931471805599453,9.16
Corcorancity,17.13,0.0,23.06,24.15,93.33,41.71,2.4849066497880004,79.35
RoselleParkborough,1.07,100.0,4.94,3.34,96.92,59.82,0.0,0.0
Bedfordtown,2.7,94.74,3.59,1.72,97.33,63.57,0.0,0.0
Maconcity,52.19,100.0,15.47,24.38,90.5,51.22,3.828641396489095,40.38
EastHamptontown,0.68,0.0,2.83,0.93,89.66,59.85,0.0,0.0
BrooklynCentercity,5.2,100.0,6.98,7.07,95.84,59.38,2.833213344056216,57.52
Blythevillecity,38.27,0.0,14.67,25.55,90.71,41.83,3.7612001156935624,178.53
Uvaldecity,0.26,0.0,15.4,33.49,88.99,59.93,1.6094379124341005,25.15
CathedralCitycity,2.21,100.0,8.31,13.56,71.69,34.82,1.791759469228055,14.32
NorthOgdencity,0.2,100.0,1.21,2.9,98.24,60.99,0.6931471805599453,7.48
Mariettacity,20.53,100.0,4.61,14.16,85.78,31.38,3.044522437723423,38.96
Lowertownship,1.05,0.0,6.22,8.82,65.96,57.44,2.1972245773362196,37.54
Morristowntown,23.06,100.0,4.42,7.27,95.06,46.68,0.0,0.0
Chillicothecity,7.72,0.0,12.22,19.84,92.6,56.37,3.49650756146648,142.89
Vincennescity,2.34,0.0,8.23,20.72,90.08,48.98,2.1972245773362196,40.07
Demingcity,1.82,0.0,15.41,33.89,90.51,55.25,1.6094379124341005,29.29
Waterfordtownship,4.42,85.43,2.94,2.78,96.83,62.35,2.5649493574615367,105.27
Chelmsfordtown,0.48,100.0,3.59,2.55,96.94,65.68,1.0986122886681098,5.96
Wilmingtoncity,33.88,100.0,10.55,22.11,89.0,45.6,3.912023005428146,76.85
Lubbockcity,8.56,100.0,6.42,19.56,88.81,44.58,4.859812404361672,64.6
Vinelandcity,11.48,100.0,8.57,10.91,95.83,60.45,3.58351893845611,63.69
Brocktoncity,12.96,100.0,14.5,13.64,92.86,56.34,1.791759469228055,21.08
Dovertownship,0.85,94.69,3.71,4.92,76.73,59.26,2.995732273553991,24.16
Dunedincity,1.07,100.0,3.71,7.12,86.3,47.97,1.791759469228055,14.43
Novatocity,2.79,100.0,4.68,4.18,97.09,43.67,2.833213344056216,32.63
Delhitownship,0.48,100.0,2.56,3.6,97.81,63.84,1.791759469228055,16.09
Orlandocity,26.9,100.0,6.37,15.76,89.48,35.77,4.30406509320417,40.63
Cerritoscity,7.44,100.0,5.9,3.95,97.8,61.56,3.218875824868201,43.59
Hillsboroughtownship,3.26,60.22,1.04,1.33,96.81,47.09,0.6931471805599453,3.23
Cartersvillecity,17.63,0.0,9.73,14.89,92.09,49.33,2.0794415416798357,51.16
CliffsideParkborough,1.81,100.0,4.94,4.63,89.5,58.87,0.0,0.0
Miamicity,1.36,0.0,7.37,20.56,90.05,53.38,0.0,0.0
Oronotown,0.61,92.61,6.11,21.14,91.29,24.2,0.6931471805599453,9.44
Palatinevillage,0.94,100.0,2.56,2.47,95.63,49.01,1.3862943611198906,6.4
Largocity,0.99,100.0,3.62,7.42,82.46,49.15,2.772588722239781,21.82
DearbornHeightscity,0.46,100.0,4.0,5.5,97.88,69.13,1.3862943611198906,5.12
Schenectadycity,8.69,100.0,10.64,14.93,91.78,50.9,1.791759469228055,21.08
Schaumburgvillage,2.14,100.0,1.54,2.68,93.53,44.35,2.70805020110221,19.54
Piedmontcity,1.39,100.0,1.98,1.8,97.58,66.53,2.4849066497880004,94.51
Hattiesburgcity,40.43,100.0,10.99,35.87,90.02,41.04,2.0794415416798357,14.53
Longmeadowtown,0.8,100.0,2.48,2.25,96.98,68.81,1.3862943611198906,18.88
Oaklandcity,43.88,100.0,17.81,18.82,93.4,48.53,5.996452088619021,106.36
FairLawnborough,0.59,100.0,3.18,2.94,97.74,73.31,0.6931471805599453,3.19
LowerPaxtontownship,5.49,96.05,2.32,2.8,95.06,53.2,1.6094379124341005,10.04
Bangorcity,0.92,100.0,9.42,14.98,93.22,42.06,2.4849066497880004,34.34
ParkRidgecity,0.13,100.0,2.31,1.25,97.43,69.87,1.6094379124341005,10.91
FarmersBranchcity,2.78,100.0,2.27,6.71,95.2,55.97,1.9459101490553132,23.93
Montvilletownship,1.1,89.6,2.23,0.79,95.38,69.2,0.0,0.0
Towamencintownship,2.48,95.84,2.23,2.75,96.53,54.13,0.6931471805599453,6.94
Shelbytownship,0.29,100.0,2.47,2.81,95.5,51.21,2.0794415416798357,14.0
DaytonaBeachcity,30.72,100.0,7.76,22.49,85.63,41.24,3.4011973816621555,44.19
SouthHadleytown,1.06,97.23,4.25,4.39,94.4,55.73,0.0,0.0
Springdalecity,0.11,100.0,4.5,9.36,95.2,46.92,0.0,0.0
Mercedescity,0.16,0.0,24.09,48.82,88.97,68.9,1.6094379124341005,27.37
Uticacity,10.49,100.0,14.25,21.73,91.1,59.31,2.6390573296152584,20.32
CedarHillcity,14.22,100.0,2.4,3.72,93.34,32.53,1.3862943611198906,11.82
TexasCitycity,25.14,98.65,6.68,16.76,90.61,56.97,3.713572066704308,94.24
WestCovinacity,8.54,100.0,7.88,7.71,96.73,49.21,4.454347296253507,81.87
Pleasantoncity,1.37,100.0,2.83,2.41,95.49,41.35,2.5649493574615367,20.7
EastGrandRapidscity,0.91,100.0,1.74,2.56,97.03,59.42,1.0986122886681098,19.42
Norwalkcity,2.34,0.0,7.54,10.3,95.11,51.62,0.0,0.0
Hamiltoncity,7.32,100.0,10.72,16.84,94.6,53.36,3.912023005428146,75.16
Harwichtown,0.76,0.0,6.53,5.57,54.11,59.46,0.6931471805599453,9.18
Jeffersontowncity,6.58,100.0,2.32,3.42,94.99,49.39,0.6931471805599453,4.25
Bainbridgecity,46.98,0.0,16.96,28.83,89.61,54.16,0.6931471805599453,8.72
MenloParkcity,12.36,100.0,4.7,6.47,96.48,51.37,2.302585092994046,30.1
Flagstaffcity,2.48,0.0,3.75,17.2,88.38,30.87,1.3862943611198906,5.72
Kilgorecity,13.06,0.0,4.77,13.89,89.42,52.87,1.6094379124341005,34.56
Glassboroborough,18.53,100.0,7.6,14.31,92.26,45.91,1.9459101490553132,34.34
SanJuancity,0.07,100.0,20.09,38.95,88.16,61.13,1.0986122886681098,15.0
Swampscotttown,0.48,100.0,2.84,3.87,93.35,65.49,0.6931471805599453,6.92
LosGatostown,0.7,100.0,2.94,4.65,95.36,48.93,2.995732273553991,64.68
CreveCoeurcity,3.17,100.0,0.91,3.62,94.5,58.25,0.0,0.0
Denisoncity,9.68,100.0,8.09,15.37,84.33,55.47,2.6390573296152584,59.36
Bakersfieldcity,9.44,99.61,12.01,15.0,94.4,39.38,4.736198448394496,58.85
TheVillagecity,9.84,100.0,2.61,7.04,92.13,54.06,1.0986122886681098,18.3
Albanycity,20.65,100.0,8.17,18.31,91.17,44.01,3.828641396489095,43.01
Newarkcity,58.46,100.0,22.23,26.34,89.34,56.99,5.220355825078324,70.71
EastOrangecity,89.95,100.0,14.71,17.71,93.87,56.0,4.584967478670572,132.47
Ogdencity,2.72,100.0,9.77,16.78,89.13,51.4,3.7612001156935624,60.61
Petersburgcity,72.13,100.0,12.38,20.3,90.95,53.24,2.1972245773362196,19.35
Baytowncity,12.02,100.0,6.22,16.08,89.62,48.05,2.9444389791664403,26.19
Eugenecity,1.25,100.0,5.56,17.04,96.42,37.12,4.060443010546419,47.41
Providencecity,14.83,100.0,16.33,22.96,88.19,45.16,5.953243334287785,178.53
NorthLittleRockcity,23.62,100.0,7.4,17.2,91.68,52.85,3.258096538021482,39.69
Metuchenborough,6.09,100.0,2.0,2.9,96.84,69.27,1.3862943611198906,22.94
Warrentown,0.31,86.85,6.05,7.16,93.9,58.31,0.0,0.0
Kentcity,7.11,100.0,7.49,27.49,94.96,28.95,2.3978952727983707,34.72
Cypresscity,2.04,100.0,4.46,4.46,97.04,54.34,2.833213344056216,34.3
Yukoncity,0.72,98.76,2.08,6.78,94.31,48.18,2.5649493574615367,54.99
Lislevillage,2.88,100.0,1.35,2.85,93.94,41.35,1.0986122886681098,9.76
ChapelHilltown,12.53,100.0,2.55,16.14,92.79,26.79,2.70805020110221,29.51
Bedfordcity,0.43,0.0,4.93,11.43,93.49,55.65,1.6094379124341005,27.99
Mauldincity,14.46,100.0,2.77,3.51,94.96,45.12,0.0,0.0
Kentcity,3.83,100.0,5.55,8.76,92.92,31.51,3.80666248977032,105.89
Waynesborocity,9.43,0.0,5.44,11.39,95.77,55.26,1.791759469228055,26.4
Westfieldcity,0.88,100.0,8.15,8.0,95.53,59.53,2.1972245773362196,20.84
Bountifulcity,0.1,100.0,4.76,4.91,97.08,61.31,2.4849066497880004,29.02
Cadillaccity,0.21,0.0,14.15,15.52,93.09,52.23,1.3862943611198906,28.57
Arlingtontown,1.34,100.0,4.4,4.63,96.9,64.73,1.3862943611198906,6.48
PaloAltocity,2.88,99.36,3.26,4.65,96.1,51.22,2.772588722239781,26.22
Spartatownship,0.38,0.0,2.23,1.9,91.27,54.99,0.6931471805599453,6.45
Stratfordtown,7.89,100.0,3.51,3.54,95.82,69.46,2.9444389791664403,35.9
DeerParkcity,1.08,100.0,2.82,5.17,96.66,55.3,0.6931471805599453,3.29
ArlingtonHeightsvillage,0.63,100.0,1.71,2.4,94.68,54.67,3.295836866004329,33.74
Hazelwoodcity,10.6,100.0,2.42,4.45,93.94,57.53,2.0794415416798357,43.95
NewHopecity,2.48,100.0,5.06,6.51,96.73,54.47,1.6094379124341005,18.75
Newberrytownship,0.37,0.0,3.3,2.7,95.4,58.23,0.6931471805599453,7.89
SouthElMontecity,0.49,100.0,15.23,21.19,98.09,54.48,2.4849066497880004,49.54
Stephenvillecity,1.33,0.0,4.94,22.14,86.97,36.61,0.6931471805599453,6.91
Cudahycity,1.15,100.0,19.2,27.54,97.14,40.38,1.9459101490553132,25.91
Lincolntownship,0.77,88.61,2.3,3.48,94.44,53.98,1.0986122886681098,14.41
Albanycity,6.01,100.0,3.94,9.59,96.3,42.34,0.0,0.0
Ewingtownship,18.26,100.0,3.13,3.31,96.68,63.83,2.9444389791664403,51.23
FortThomascity,0.37,100.0,3.62,4.39,96.9,61.9,0.0,0.0
LaMiradacity,1.39,100.0,5.31,3.89,95.33,59.81,2.4849066497880004,23.62
Swataratownship,9.31,100.0,3.1,6.6,96.52,61.99,1.3862943611198906,15.0
Totowaborough,1.18,100.0,3.57,3.09,96.92,75.13,0.6931471805599453,9.59
WestCaldwelltownship,0.51,100.0,1.66,1.01,99.0,71.74,0.0,0.0
Coventrytown,0.26,79.53,5.06,4.85,94.92,65.61,2.833213344056216,51.31
CalumetCitycity,23.68,100.0,6.57,9.82,93.05,56.59,3.6635616461296463,98.79
Troycity,1.35,100.0,1.88,2.83,96.21,55.47,2.8903717578961645,21.39
Danvillecity,0.83,100.0,1.7,2.1,96.49,50.03,2.302585092994046,23.13
Waycrosscity,48.72,0.0,19.11,27.9,87.09,55.69,2.1972245773362196,44.62
Centervillecity,1.27,100.0,3.23,3.74,94.63,48.6,1.791759469228055,22.9
Rostravertownship,2.35,57.58,7.65,10.86,93.53,73.28,0.6931471805599453,8.76
Ryecity,1.62,100.0,1.87,3.85,96.65,59.29,0.0,0.0
Lyndhursttownship,0.43,100.0,4.36,3.87,92.53,75.41,1.3862943611198906,15.73
Somervillecity,5.6,100.0,7.45,11.47,95.38,49.22,2.1972245773362196,11.54
