communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,PctPopUnderPov,medIncome,pctWPubAsst,PctUnemployed,PctHousOccup,PctSameHouse85,PctVacantBoarded,PctHousNoPhone,PctFam2Par,ViolentCrimesPerPop,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop
Leesburgtown,12.26,2.43,0.0,1.71,6.14,0.995286353994815,3.66,2.11,90.68,30.42,0.31,2.63,76.58,150.18,5.01,20.02,115.14,5.01
Rowlettcity,5.38,5.97,100.0,1.07,2.53,1.9655903841621496,1.79,3.14,92.74,36.41,2.03,0.98,89.58,349.87,0.0,28.37,107.17,15.76
Nutleytownship,1.76,3.27,100.0,2.36,5.04,1.382394532170634,3.15,5.15,96.3,69.35,1.23,0.54,84.0,279.55,3.63,87.13,446.56,54.46
Kelsocity,0.34,3.49,100.0,1.25,20.43,-0.8901720480791893,13.66,10.15,95.18,46.15,6.38,8.48,63.74,739.25,0.0,136.6,498.19,88.39
Donnacity,0.16,88.19,100.0,20.26,38.96,-1.7109356587320292,24.49,18.14,77.62,66.12,6.62,17.51,70.46,284.75,6.78,54.24,576.27,0.0
Hollywoodcity,8.52,11.86,100.0,3.32,11.01,-0.4818524628800377,5.28,6.05,83.57,49.56,1.7,4.01,70.56,822.7,7.09,374.31,1026.79,16.55
Pittsburghcity,25.78,0.94,100.0,0.95,21.42,-1.2601932594862126,13.75,9.07,90.2,60.22,13.33,2.92,55.81,1262.47,22.55,784.71,1833.81,94.42
Wethersfieldtown,1.14,1.65,100.0,2.31,2.7,1.4667687956634456,2.9,3.46,97.03,71.43,0.31,0.52,82.44,210.28,0.0,85.67,373.83,7.79
Florencecity,0.91,0.77,100.0,0.55,8.91,-0.0201508366721659,6.02,3.33,95.32,46.8,0.0,1.54,75.31,464.08,0.0,122.84,254.79,0.0
Whitehallborough,0.51,0.42,100.0,0.21,6.66,0.3231204336554324,2.43,4.11,97.04,69.47,1.6,1.12,83.3,42.54,0.0,7.09,163.07,0.0
Cliftoncity,1.4,6.8,100.0,3.97,4.7,0.9974074946971484,3.23,4.71,96.81,67.63,0.42,1.54,81.63,205.68,0.0,96.79,604.95,6.72
Plymouthtown,1.85,1.22,0.0,0.61,5.75,0.9951685128446852,7.01,7.16,80.76,58.1,4.86,1.1,78.57,896.83,2.06,22.68,156.69,2.06
FortCollinscity,0.98,7.06,100.0,0.93,16.95,-0.5438369078482206,3.62,5.64,95.28,32.29,0.84,2.39,78.2,383.57,0.99,25.64,169.6,26.62
Lincolntown,0.23,1.01,80.85,0.83,4.8,0.6647419278812161,4.61,4.91,96.66,65.26,1.23,0.92,81.9,75.22,0.0,16.12,719.93,5.37
Rosemeadcity,0.62,49.66,100.0,24.51,20.02,-0.1969125618666038,17.5,8.41,96.94,44.96,2.77,3.2,74.0,1262.31,15.3,506.84,864.49,19.13
Ashlandcity,0.5,2.35,0.0,0.5,17.35,-0.926467122319114,4.78,6.19,95.13,36.56,0.28,4.35,64.16,144.9,5.8,63.76,197.07,69.55
MiamiShoresvillage,20.39,13.52,100.0,4.07,11.12,1.2053971246759367,1.99,4.8,93.59,53.22,0.0,0.76,76.42,1425.33,0.0,962.32,1933.73,9.08
OaklandParkcity,12.86,11.94,100.0,4.61,10.36,-0.4399010134338911,4.59,4.61,87.19,37.35,2.08,5.69,63.04,1607.89,6.76,604.65,1675.45,6.76
NewCastlecity,2.15,0.57,0.0,0.64,19.72,-1.4256422342682065,8.66,11.23,93.12,59.11,4.45,11.41,67.32,121.81,0.0,31.78,243.62,0.0
Plainviewcity,6.71,41.86,0.0,6.55,22.58,-1.1793542304972895,9.2,8.0,90.53,50.27,7.38,14.49,77.3,567.16,17.59,87.93,171.47,30.78
Laconiacity,0.13,0.62,0.0,0.5,8.24,-0.2739806740513787,6.33,7.74,75.31,52.89,0.35,7.74,71.63,627.91,6.47,25.89,265.41,178.53
Franklintown,0.67,0.65,78.31,0.7,2.4,2.267028046193731,4.13,5.23,96.28,54.47,1.05,0.2,86.03,69.34,0.0,7.7,96.31,0.0
Wilkinsburgborough,52.54,0.62,100.0,0.7,17.28,-1.0289889229318878,11.63,8.8,86.57,54.98,7.74,2.1,49.17,2586.29,29.5,904.71,1706.17,54.09
Pecoscity,2.78,72.66,0.0,13.0,26.74,-1.4640584492104642,17.0,13.32,85.18,64.4,11.11,12.08,80.57,235.59,0.0,33.66,67.31,0.0
BattleCreekcity,16.54,1.83,99.61,0.91,18.26,-0.722955456045251,14.23,10.22,92.28,50.61,14.82,6.92,59.9,374.06,10.38,251.77,351.71,35.04
Clearfieldcity,4.59,8.29,100.0,1.49,17.51,-0.5380626914918689,6.31,6.5,94.66,40.97,1.44,5.17,78.22,180.13,4.19,33.51,146.62,29.32
PompanoBeachcity,28.48,5.36,100.0,4.1,16.05,-0.2071647419278812,5.48,6.34,75.28,49.14,1.08,6.32,55.82,2682.28,9.11,814.31,1453.01,37.72
Warwicktownship,0.17,0.92,27.91,0.21,2.69,1.1662738628329012,1.86,2.44,97.38,57.74,1.87,0.91,89.58,21.66,0.0,0.0,29.69,0.0
Westfordtown,0.23,0.99,50.52,0.64,1.12,3.432123497525336,2.63,5.41,96.13,66.16,2.34,0.3,89.67,94.15,0.0,5.88,82.38,0.0
WarrensvilleHeightscity,88.99,0.53,100.0,0.46,10.28,-0.4181004006599104,9.09,9.34,94.37,60.87,5.76,1.61,50.16,929.91,18.98,436.49,1056.43,56.93
Alvincity,1.83,21.76,0.0,3.23,14.01,-0.3041480084845628,3.88,4.56,87.14,47.06,1.36,9.41,74.86,350.93,9.11,77.48,255.22,9.11
Everettcity,1.66,2.82,100.0,1.66,12.04,-0.356587320292246,10.71,6.38,93.13,39.72,2.55,4.57,64.46,530.22,5.21,209.74,600.57,78.17
Beavertoncity,1.0,3.3,100.0,1.7,6.45,0.2957812868253594,3.35,3.79,91.77,33.22,0.35,1.57,76.1,316.1,0.0,86.06,474.98,47.99
Wilmingtoncity,5.76,0.35,0.0,0.19,15.05,-0.7236625029460287,10.72,6.61,95.58,49.67,1.46,8.56,69.81,421.76,8.61,51.64,163.54,0.0
Alabastercity,10.98,0.54,100.0,0.16,5.65,0.9215177940136696,3.72,2.83,95.66,43.46,0.0,2.11,83.95,137.94,5.75,11.49,40.23,21.08
Martinsvillecity,0.0,0.51,0.0,0.36,10.84,-0.7745698798020269,6.48,5.96,95.74,52.69,1.53,9.01,73.87,216.87,0.0,0.0,160.64,24.1
PomptonLakesborough,0.54,2.98,100.0,1.36,2.07,2.053146358708461,3.66,3.61,97.12,65.34,0.85,0.23,82.32,54.25,0.0,0.0,171.79,0.0
Amarillocity,5.99,14.74,100.0,2.42,16.77,-0.7690313457459345,5.66,6.76,89.13,48.34,3.51,9.04,74.31,671.46,6.54,123.7,385.98,41.04
Bethlehemcity,1.42,3.87,100.0,0.84,6.09,-0.1032288475135517,5.39,4.06,96.53,62.09,1.4,0.5,78.78,309.84,1.37,100.08,238.55,9.6
Coltoncity,8.72,49.74,100.0,7.75,15.59,-0.3067405137874145,12.25,9.69,91.19,37.98,3.07,6.25,67.71,1095.4,14.48,415.0,1544.18,43.43
Middletowntownship,1.57,1.23,100.0,0.57,3.52,1.804737214235211,3.73,3.53,96.91,59.6,0.43,0.31,85.63,106.23,0.0,48.69,486.89,21.08
Daphnecity,15.89,0.95,0.0,0.17,7.06,0.7749234032524157,2.11,4.13,90.5,47.23,0.22,2.81,80.38,123.33,0.0,20.55,82.22,21.08
Chesterfieldtownship,1.48,1.15,92.6,0.55,4.31,1.247348574122083,4.28,5.38,92.93,46.93,1.18,2.0,85.09,374.06,0.0,18.78,270.49,7.51
LowerMakefieldtownship,1.42,1.09,94.13,0.27,1.8,4.532524157435777,1.63,2.95,96.51,57.42,0.65,0.23,91.63,23.52,3.92,3.92,188.14,0.0
GardenGrovecity,1.5,23.47,100.0,13.28,10.42,0.9946971482441668,9.42,6.21,96.86,45.29,1.31,2.19,75.52,616.67,8.74,289.17,1209.8,43.71
Bridgewatertownship,1.6,2.53,98.37,1.8,1.62,3.781758189959934,2.54,2.64,96.04,60.73,0.65,0.45,89.06,88.7,0.0,45.78,200.29,14.31
SanFernandocity,1.18,82.74,100.0,29.07,17.68,0.0809568701390525,12.18,9.65,97.22,52.02,1.86,5.63,74.46,1129.23,12.98,488.9,1345.56,17.31
Radnortownship,3.16,1.72,100.0,0.56,5.31,2.394650011784115,3.22,3.49,92.92,49.29,0.13,0.43,87.6,58.23,3.43,13.7,123.31,3.43
Hendersoncity,10.48,0.38,100.0,0.22,17.04,-1.102521800612774,9.94,8.42,92.89,47.98,0.62,9.59,68.99,1292.18,3.75,44.95,307.13,33.71
Alliancecity,12.06,0.7,0.0,0.5,19.29,-1.2256658024982323,12.68,11.58,93.01,55.85,7.17,7.78,66.1,1013.71,0.0,403.8,626.74,88.33
Andovertown,0.84,1.49,82.86,1.08,2.93,3.491515437190667,3.64,4.05,95.62,68.34,0.84,0.43,87.08,103.65,0.0,22.67,424.31,3.24
Stocktoncity,9.63,24.96,100.0,11.42,21.37,-0.5379448503417393,21.3,10.28,94.86,43.67,4.77,4.84,66.98,1564.23,20.11,694.52,1651.83,58.99
Windhamtown,0.25,0.41,0.0,0.0,3.82,0.683950035352345,3.14,4.35,86.94,59.4,2.5,1.31,81.03,91.37,0.0,30.46,274.1,22.84
Ferndalecity,1.39,1.7,100.0,1.16,10.66,-0.2918925288710818,8.19,6.29,96.58,55.42,1.72,3.51,67.97,374.06,4.28,342.6,946.43,25.69
Ephrataborough,0.22,1.71,0.0,0.84,5.78,-0.0629271741692198,4.71,2.28,96.97,51.82,0.65,1.92,80.64,125.67,0.0,23.56,109.96,0.0
Albioncity,30.76,4.7,0.0,0.79,25.36,-1.339028988922932,17.71,12.35,92.97,51.67,9.73,11.94,53.45,374.06,9.75,165.81,87.78,29.26
Bridgetoncity,3.66,0.94,100.0,0.79,2.98,0.8458637756304501,1.74,3.04,95.37,57.56,0.61,0.52,78.93,786.35,5.58,507.5,775.19,0.0
Prescottcity,0.48,7.14,0.0,0.43,13.27,-1.051614423756776,4.81,6.89,85.71,38.2,0.89,7.46,72.45,438.76,3.18,50.87,263.89,47.69
Delanocity,2.35,62.45,0.0,24.15,23.66,-1.2240160263964175,18.65,23.83,96.2,51.54,2.03,8.68,70.47,747.58,14.38,262.37,628.98,3.59
Athenscity,17.99,0.46,0.0,0.24,14.4,-0.6620315814282347,8.64,6.03,91.62,52.81,2.3,6.98,75.03,556.88,10.61,37.13,111.38,21.08
OakCreekcity,0.73,3.21,100.0,0.63,2.19,1.0080131982088143,3.85,3.79,97.49,59.29,0.0,1.03,85.37,128.51,0.0,61.69,318.72,0.0
EastRidgecity,0.53,0.45,100.0,0.53,7.62,-0.5553853405609239,2.51,4.64,94.58,52.06,1.15,2.37,73.65,284.54,4.74,109.07,436.29,0.0
Livoniacity,0.26,1.34,100.0,1.0,2.59,2.027339146830073,2.55,4.5,98.02,65.28,1.1,0.45,87.78,374.06,0.99,81.21,439.71,21.08
Eurekacity,1.43,4.8,0.0,2.06,18.66,-1.1346924345981615,15.74,8.55,94.53,45.73,5.59,4.47,63.6,1089.42,14.62,241.28,1089.42,138.92
Escondidocity,1.46,23.36,100.0,7.66,11.21,0.1713410322884751,7.52,6.23,93.4,30.71,0.87,2.65,73.13,624.28,6.84,183.86,1066.41,28.22
CocoaBeachcity,0.5,2.76,100.0,0.95,5.24,0.5209757247230733,3.31,3.72,72.84,49.31,0.18,2.24,70.44,620.31,16.32,163.24,481.55,8.16
ArroyoGrandecity,0.61,9.03,0.0,1.79,8.35,0.3953570586848927,6.98,5.14,94.47,46.42,0.3,0.89,77.92,696.31,0.0,39.41,137.95,39.41
Shorewoodvillage,1.54,1.64,100.0,1.34,6.31,0.3506952627857648,2.39,2.78,97.6,47.96,0.0,0.24,79.17,161.4,7.34,102.71,227.42,0.0
Ocoeecity,1.31,8.41,100.0,1.95,7.7,0.0675229790242752,3.88,5.19,94.46,52.39,1.63,5.08,79.89,618.06,0.0,72.33,532.58,0.0
SealBeachcity,0.98,4.99,100.0,1.09,4.83,0.164152722130568,3.57,2.9,92.8,56.45,0.1,0.53,81.61,243.44,3.99,139.68,546.75,47.89
Romecity,7.95,3.86,97.26,1.14,12.06,-0.8492811689842092,8.39,5.86,94.56,49.85,0.77,5.26,73.08,140.42,0.0,31.71,110.98,18.12
Beckleycity,22.25,0.63,0.0,0.46,21.38,-1.4530992222484092,9.96,8.32,88.01,59.55,3.93,8.12,63.68,1199.16,16.2,248.47,345.7,64.82
Anaheimcity,2.54,31.44,100.0,13.98,10.64,0.9638227669102052,6.57,5.56,94.0,40.71,0.79,2.58,73.86,374.06,11.64,320.58,1272.08,26.1
Greenburghtown,13.15,5.88,100.0,3.01,4.1,3.2413386754654727,2.6,4.37,95.83,62.92,1.55,0.94,84.04,233.77,0.0,116.89,53.57,9.74
LakeJacksoncity,3.2,10.79,0.0,1.11,3.43,1.7164741927881215,1.7,3.28,90.82,46.67,4.5,3.73,86.57,66.52,3.91,15.65,133.05,3.91
Paramountcity,10.69,60.83,100.0,20.54,17.6,-0.2858826302144709,13.46,9.88,94.66,40.17,2.18,6.0,67.03,1964.89,24.78,703.25,1728.57,49.55
Fairmontcity,6.65,0.63,0.0,0.41,21.89,-1.5403016733443318,9.8,13.48,87.14,60.5,4.92,8.34,69.3,521.89,0.0,57.99,140.14,0.0
Herefordcity,2.01,51.71,0.0,8.81,27.89,-1.2162385104878624,10.57,7.7,88.82,51.84,4.14,17.33,76.92,455.99,6.61,59.48,251.12,52.87
Edinacity,0.72,0.71,100.0,0.46,3.21,2.061630921517794,2.01,3.0,94.65,57.52,0.0,0.24,85.65,374.06,2.13,36.21,178.9,17.04
WestDeptfordtownship,3.86,1.28,99.63,0.49,5.25,0.8212349752533584,3.06,3.88,96.98,57.69,1.73,1.27,80.07,142.71,4.92,44.29,206.68,4.92
Gardnercity,2.0,2.77,0.0,1.42,10.98,-0.4013669573415036,9.52,9.36,92.2,52.42,1.04,4.62,69.9,816.99,0.0,34.24,239.71,4.89
Scherervilletown,0.72,3.57,100.0,1.79,3.43,1.3218241810040066,1.3,3.3,96.27,42.23,1.05,1.01,86.02,24.29,0.0,20.24,356.23,12.14
VanBurencity,1.61,1.67,100.0,0.68,18.58,-1.2180061277398069,7.25,7.38,93.11,44.89,2.77,10.78,72.02,105.23,0.0,17.54,280.62,5.85
Piquacity,3.75,0.56,0.0,0.43,14.18,-0.7559509780815461,9.85,7.34,96.5,55.68,1.42,8.18,73.89,210.81,0.0,47.91,206.02,14.37
InverGroveHeightscity,0.74,2.5,100.0,0.29,7.23,0.9353052085788356,3.58,4.46,95.75,49.99,1.16,0.4,75.88,374.06,0.0,12.13,315.39,76.83
Coventrytown,0.78,1.17,0.0,0.15,3.16,1.7658496346924346,2.76,4.23,93.32,60.0,6.54,1.02,86.78,87.96,9.77,0.0,58.64,48.87
SanClementecity,0.67,12.86,100.0,3.84,6.99,1.759721894885694,2.69,3.66,89.19,33.85,0.0,1.17,78.58,315.14,6.61,68.32,471.61,35.26
Salemcity,2.67,6.69,100.0,3.45,11.7,0.1418807447560688,8.73,7.28,92.1,52.77,0.89,2.7,67.52,230.76,2.65,82.23,992.02,7.96
Lakewoodcity,1.04,9.1,100.0,0.89,7.6,0.3079189252887108,3.42,4.78,92.78,49.04,0.7,2.4,71.09,493.93,4.65,134.71,476.13,56.52
Miamicity,27.39,62.46,100.0,34.27,31.17,-1.7105821352816404,18.01,11.02,90.11,45.67,9.76,9.93,52.46,2758.9,33.53,1172.43,2457.56,70.5
Manalapantownship,3.07,2.73,88.24,1.17,2.61,3.133042658496347,2.35,4.36,94.03,61.22,1.48,0.65,93.02,89.44,0.0,10.73,89.44,7.16
Narragansetttown,0.82,1.03,0.0,0.5,13.03,0.4836200801319821,4.68,5.3,71.2,47.28,1.44,1.63,76.57,428.64,0.0,6.7,154.04,0.0
Monroecity,40.2,1.33,0.0,0.5,16.69,-0.9766674522743342,9.57,6.03,93.51,48.11,3.88,14.34,56.74,900.31,15.17,187.14,313.59,5.06
BayCitycity,17.51,26.47,0.0,3.29,22.2,-0.7057506481263257,7.69,7.84,81.19,47.84,2.66,14.37,71.35,592.36,10.39,140.3,337.75,15.59
Nederlandcity,0.54,4.54,100.0,0.46,6.69,0.2135281640348809,2.91,3.85,95.6,63.23,4.55,2.49,81.56,133.38,0.0,17.4,301.55,0.0
Coatesvillecity,39.8,4.98,100.0,2.52,18.19,-0.772330897949564,11.79,6.87,92.87,59.46,19.81,6.42,49.04,1054.23,16.87,640.97,556.63,25.3
Fitchburgcity,4.47,1.49,96.54,0.41,5.34,0.4842092858826302,2.84,1.9,95.72,34.51,0.0,0.73,78.08,232.83,0.0,34.92,145.52,0.0
Calntownship,13.95,1.38,91.19,0.28,6.69,1.1416450624558097,3.67,3.05,96.34,53.09,2.56,0.63,79.96,450.75,0.0,114.74,409.77,0.0
Albuquerquecity,2.98,34.49,100.0,2.62,13.98,-0.4579307094037237,5.48,6.32,92.18,45.25,2.06,6.53,68.56,1595.37,11.91,369.78,852.49,55.04
PalmBeachGardenscity,0.81,3.48,100.0,0.67,4.51,1.561041715767146,1.47,2.57,78.52,39.34,0.23,0.82,78.49,343.74,0.0,101.72,680.46,10.52
Milfordtown,1.34,4.03,0.0,3.65,4.45,0.7941315107235447,5.96,6.78,95.35,59.71,1.31,1.52,77.77,21.66,0.0,7.57,283.89,0.0
Arcatacity,1.22,4.74,0.0,1.18,28.12,-1.5189724251708696,8.81,9.44,96.37,33.1,0.44,3.57,61.38,399.28,0.0,38.64,341.32,25.76
UnionCitycity,8.58,25.08,100.0,7.75,6.51,1.832076361065284,9.71,4.49,96.57,50.13,0.72,1.26,78.88,551.55,1.8,213.79,479.69,48.51
Opelikacity,39.13,0.33,97.56,0.9,20.77,-0.7155314635870846,8.38,6.91,92.09,54.77,4.66,8.94,63.45,2728.14,12.5,329.04,316.55,21.08
Middletowntown,11.1,3.3,100.0,2.1,7.02,0.7309686542540655,4.83,4.43,92.92,47.92,1.25,2.25,69.73,220.58,7.04,63.36,680.51,7.04
Dublincity,0.89,0.68,100.0,1.43,1.04,4.7790478435069526,0.6,1.32,93.31,26.75,1.26,0.16,92.11,64.07,0.0,36.61,164.74,0.0
Parsippany-TroyHillstownship,3.6,4.15,100.0,2.95,2.13,2.242988451567287,2.54,3.11,96.88,59.66,0.85,1.17,84.81,148.57,6.02,30.12,208.81,20.08
RanchoPalosVerdescity,1.89,5.32,100.0,3.77,3.16,5.6983266556681595,1.85,2.33,96.61,61.98,1.14,0.08,88.39,324.61,2.27,47.67,217.92,18.16
Gulfportcity,3.33,2.24,100.0,1.88,10.0,-1.1835965119019562,4.5,5.79,82.99,52.35,0.58,3.85,63.41,1305.64,0.0,296.74,305.21,25.43
Claremontcity,0.26,0.51,0.0,0.75,13.05,-0.6963233561159556,7.91,7.32,90.08,47.31,2.27,10.71,72.11,286.49,0.0,0.0,132.23,14.69
Vancouvercity,2.26,3.02,100.0,1.24,17.06,-1.1653311336318644,11.02,7.63,95.78,40.77,2.14,4.89,59.22,865.28,5.69,182.16,683.11,75.9
Plainfieldcity,65.65,15.02,100.0,6.18,12.22,0.8274805562102286,9.13,8.65,94.29,56.58,5.56,7.43,56.66,1576.9,19.99,837.31,941.7,35.54
Edgewatercity,0.73,1.06,100.0,0.48,10.17,-0.7527692670280461,5.3,4.13,87.73,39.41,1.18,4.17,75.23,981.19,0.0,21.8,130.83,10.9
Sandwichtown,0.42,0.85,6.59,0.36,4.8,1.421046429413151,2.52,4.36,76.8,47.15,1.19,0.18,85.14,541.89,0.0,18.27,170.48,0.0
NewLondontown,16.84,12.12,100.0,2.6,15.15,-0.6015790714117369,10.26,7.97,89.49,41.52,5.01,6.34,56.98,710.78,35.1,324.68,579.15,26.33
TempleCitycity,0.62,18.85,100.0,7.0,5.56,0.8658967711524864,5.24,4.6,95.73,57.27,2.64,2.02,77.0,542.71,0.0,147.48,377.54,32.44
Brandoncity,12.24,0.6,100.0,0.51,7.32,1.0831958519915157,3.05,3.52,96.63,53.17,2.22,0.72,80.52,214.53,7.66,15.32,76.62,7.66
Hamtramckcity,14.03,1.59,100.0,9.2,28.5,-1.7310864954041951,18.57,16.36,90.89,59.37,10.72,10.19,52.78,374.06,30.17,772.25,2457.56,66.37
Branchburgtownship,1.35,1.57,46.82,0.86,1.68,4.288475135517323,1.66,3.85,94.93,55.02,1.0,0.32,91.57,76.9,0.0,0.0,59.81,76.9
Durhamtown,0.63,0.84,78.16,0.55,19.5,1.3004949328305444,3.51,7.83,95.37,25.81,2.59,0.38,83.38,108.87,0.0,0.0,75.37,25.12
EastLongmeadowtown,0.55,0.46,82.06,0.48,2.98,1.1702804619373086,3.39,4.41,97.37,68.43,1.59,0.0,85.89,276.81,0.0,43.71,509.91,21.85
Middlesexborough,1.68,3.29,100.0,2.04,2.89,1.9092623144001888,3.45,3.79,96.18,69.16,0.0,0.55,83.59,141.44,0.0,29.78,126.55,7.44
Brentwoodborough,0.13,0.6,100.0,0.66,5.74,-0.4410794249351873,3.42,4.62,96.69,66.53,0.63,0.61,78.36,237.1,0.0,66.39,180.2,9.48
MissouriCitycity,29.45,9.25,100.0,1.91,3.4,2.420810747112892,1.73,3.34,93.5,45.31,1.12,0.46,83.18,223.06,4.33,80.13,335.67,4.33
Newarkcity,4.32,22.9,100.0,5.1,5.03,2.2425170869667688,6.94,5.3,97.81,51.63,0.0,0.83,80.11,809.72,0.0,176.03,518.02,52.81
SouthCharlestoncity,4.05,0.56,100.0,0.56,11.48,-0.480202686778223,5.57,4.83,92.26,59.3,1.95,4.28,70.64,208.13,7.43,89.2,267.6,14.87
Sunnyvalecity,3.43,13.17,100.0,4.55,4.69,1.7631392882394532,4.71,3.96,95.09,44.71,0.24,0.82,74.78,249.62,2.5,88.2,431.83,40.77
Ocalacity,23.79,2.17,100.0,0.7,19.88,-1.1401131275041243,9.18,7.05,89.3,46.16,3.31,7.77,58.65,1622.96,7.4,577.38,460.8,46.26
Mahwahtownship,3.58,2.97,92.68,1.59,3.52,2.9492104642941315,2.25,3.98,93.81,43.55,1.78,0.63,83.97,80.24,0.0,37.45,85.59,32.1
Scottsdalecity,0.76,4.77,96.59,0.96,5.89,0.8951213763846335,2.55,4.4,83.42,41.15,0.08,1.24,75.59,251.6,1.9,83.02,609.05,14.58
Pequannocktownship,0.26,2.03,100.0,1.29,1.37,2.768559981145416,2.55,3.62,97.63,74.42,2.88,0.16,88.61,112.75,0.0,7.52,97.71,15.03
Midlandcity,9.14,21.31,100.0,4.04,14.42,0.0121376384633514,4.67,6.24,86.26,44.82,4.14,8.02,77.58,457.27,6.12,92.88,346.01,26.54
Voorheestownship,6.47,1.93,100.0,1.21,3.6,2.384869196323356,2.21,2.43,91.94,41.85,0.25,0.43,86.66,269.6,7.81,132.85,648.61,42.98
Snellvillecity,0.59,0.78,100.0,0.18,2.83,1.8187603111006363,2.73,3.1,94.15,54.29,0.0,0.43,86.67,81.34,0.0,20.34,128.8,0.0
DelRiocity,1.38,77.18,0.0,15.46,38.3,-1.6553146358708462,16.98,13.78,88.53,58.92,5.87,11.89,76.89,302.47,0.0,11.1,249.74,16.65
SouthOgdencity,0.83,3.44,100.0,1.23,7.41,0.2454631157200094,4.37,4.63,95.42,55.42,0.0,2.71,78.6,173.4,0.0,37.7,324.19,0.0
CedarCitycity,0.29,1.76,0.0,0.04,17.5,-0.9457930709403723,3.76,5.83,93.25,48.95,1.02,5.86,84.0,93.16,0.0,6.21,124.21,0.0
Augustacity,0.32,0.54,0.0,1.28,12.78,-0.6659203393825124,9.07,5.38,92.52,56.77,0.7,4.12,68.16,161.73,0.0,40.43,303.24,60.65
PacificGrovecity,1.38,6.0,100.0,1.99,6.31,0.2290831958519915,4.19,3.63,92.75,49.82,0.52,0.64,70.01,554.08,12.05,72.27,174.66,36.14
SanMarcoscity,5.34,37.4,0.0,4.88,37.13,-1.95910912090502,6.04,10.05,90.17,28.03,1.86,5.38,68.47,461.98,6.33,104.42,262.63,28.48
Mansfieldcity,2.69,8.61,0.0,1.53,7.31,0.7856469479142116,2.8,5.24,92.99,38.61,1.81,5.6,84.89,659.78,5.11,56.26,143.21,5.11
Newtowntown,0.99,1.69,0.17,0.51,2.5,3.463233561159557,1.39,4.61,94.5,59.71,1.26,0.46,90.37,28.45,9.48,9.48,118.52,14.22
Waxahachiecity,16.97,14.73,0.0,1.67,18.55,-0.8481027574829131,6.9,7.35,90.53,48.84,3.48,11.27,72.78,661.06,20.03,130.21,405.65,30.05
LakeStationcity,0.22,13.2,100.0,1.48,11.73,-0.3298373792128211,6.12,7.58,95.26,59.77,9.58,5.03,73.78,692.02,0.0,125.82,866.77,20.97
RohnertParkcity,2.65,8.94,100.0,1.69,8.54,0.5486683950035353,6.27,5.31,96.36,33.52,0.2,1.23,74.62,957.64,2.58,41.3,340.72,43.88
Bartlettvillage,1.56,3.38,100.0,1.08,2.58,2.3666038180532643,1.32,3.57,95.58,45.2,1.02,0.82,88.88,374.06,8.34,12.51,50.06,12.51
Auburncity,1.37,3.05,100.0,0.98,10.79,-0.1689842092858826,8.49,4.92,95.56,36.99,2.74,4.46,64.76,447.63,2.7,88.99,560.89,56.63
Lewisvillecity,4.64,8.65,97.8,2.34,6.03,0.5379448503417393,1.81,3.72,89.65,32.41,0.15,4.37,80.41,293.63,1.92,95.96,583.43,38.38
Springfieldcity,0.66,2.91,100.0,0.91,16.47,-1.1205514965826069,9.46,7.94,96.28,37.26,2.23,5.24,66.12,515.95,4.11,104.83,337.12,57.56
Georgetowncity,5.17,20.92,0.0,4.14,17.94,-0.6467122319113835,6.2,5.26,89.8,40.9,0.85,7.65,75.85,278.88,0.0,27.89,139.44,27.89
GardenCitycity,0.24,1.52,100.0,0.61,4.27,0.8574122083431535,4.65,5.9,98.58,71.01,1.24,0.93,80.38,374.06,0.0,70.51,272.41,28.84
Betheltown,1.27,2.14,85.14,0.88,2.65,2.630214470893236,1.07,5.14,96.5,59.53,1.34,0.65,85.26,95.47,0.0,16.85,44.93,22.46
Decaturcity,16.48,0.79,100.0,0.5,12.7,-0.1692198915861418,6.36,5.68,92.7,47.3,1.79,4.98,73.46,521.87,15.13,162.61,495.4,17.02
NewBerncity,43.56,0.7,0.0,0.4,23.2,-1.360711760546783,14.86,5.41,90.53,49.06,4.87,11.76,54.06,2210.88,5.43,434.57,597.53,65.19
Huntsvillecity,24.42,1.24,99.35,0.7,11.63,0.1006363422106999,4.66,5.51,92.97,49.73,1.36,4.74,72.62,1343.3,11.14,198.0,587.81,37.74
Waterloocity,12.14,0.8,100.0,0.24,16.9,-0.9265849634692436,10.51,7.22,93.16,56.66,7.75,4.04,67.88,661.25,13.46,185.51,312.67,21.08
Murraycity,5.9,0.7,0.0,0.38,19.63,-1.7063398538769738,6.03,6.93,93.38,38.18,1.09,5.27,71.04,333.19,0.0,20.82,194.36,6.94
Melbournecity,9.5,3.48,100.0,1.04,12.84,-0.653782700919161,4.5,6.39,89.29,41.11,2.5,5.4,68.55,1461.01,13.03,333.03,560.37,49.23
Maumeecity,0.54,1.33,100.0,0.32,3.73,0.643412679707754,3.58,4.63,95.66,61.39,1.12,0.98,81.8,339.84,0.0,106.99,232.85,6.29
Watsonvillecity,0.73,60.86,100.0,23.31,15.3,-0.407848220598633,12.2,10.99,95.24,43.75,3.39,3.39,70.95,1513.08,3.1,396.87,617.02,40.31
FondduLaccity,0.3,1.52,0.0,0.51,9.57,-0.5438369078482206,7.07,5.06,96.45,55.55,1.48,2.24,76.36,398.42,0.0,27.74,229.47,47.91
