Variable,Type,Community,Value,Z-Score,Classification
autoTheftPerPop,ratio,Trentoncity,2181.93,3.387601439267552,Rare but real
robbbPerPop,ratio,AsburyParkcity,956.27,3.3862505939461287,Rare but real
autoTheftPerPop,ratio,Camdencity,2180.18,3.3841309360362986,Rare but real
larcPerPop,ratio,Gallupcity,9794.47,3.380600856470652,Rare but real
NumInShelters,count,Newarkcity,1974.0,3.3805343130288175,Rare but real
PctImmigRec5,percentage,Pullmancity,62.32,3.376871489027808,Rare but real
murdPerPop,ratio,Hendersoncity,36.77,3.376461994723365,Rare but real
rapesPerPop,ratio,MosesLakecity,145.72,3.3744687008029026,Rare but real
PctFam2Par,percentage,Tuskegeecity,38.55,3.3742456287642213,Rare but real
arsonsPerPop,ratio,Cincinnaticity,161.5,3.3732009392168827,Rare but real
racePctHisp,percentage,Sunnysidecity,57.15,3.372960950664895,Rare but real
PctRecentImmig,percentage,Paramountcity,6.48,3.372731351306599,Rare but real
racePctWhite,percentage,Newarkcity,28.62,3.372437401284647,Rare but real
PctVacantBoarded,percentage,Newburghcity,14.89,3.3721812661909434,Rare but real
OwnOccQrange,count,Stamfordtown,188400.0,3.37047058090449,Rare but real
racePctAsian,percentage,FountainValleycity,17.73,3.366947834061458,Rare but real
PctRecentImmig,percentage,Indiocity,6.47,3.366463354334508,Rare but real
RentQrange,count,Albanycity,484.0,3.365720285149541,Rare but real
ViolentCrimesPerPop,ratio,Hawthornecity,2541.38,3.364092508796044,Rare but real
arsonsPerPop,ratio,Killeencity,161.11,3.3630658424955104,Rare but real
pctWSocSec,percentage,Naplescity,54.3,3.3628509541275684,Rare but real
arsonsPerPop,ratio,Columbuscity,161.1,3.3628059682206026,Rare but real
assaults,count,Jacksonvillecity,6989.0,3.362692056724636,Rare but real
medIncome,monetary,Sudburytown,79092.0,3.3607869599991984,Rare but real
OwnOccQrange,count,SanMateocity,188000.0,3.360239792056595,Rare but real
autoTheftPerPop,ratio,Bostoncity,2166.64,3.35727915674991,Rare but real
murders,count,Atlantacity,203.0,3.3572486976023797,Rare but real
OwnOccQrange,count,Ridgewoodvillage,187800.0,3.3551243976326477,Rare but real
larcPerPop,ratio,LakeCitycity,9745.8,3.3549800677935178,Rare but real
RentQrange,count,HighlandParkcity,483.0,3.3539813292979805,Rare but real
PctRecentImmig,percentage,MountainViewcity,6.45,3.353927360390326,Rare but real
racePctAsian,percentage,NationalCitycity,17.67,3.353533518304505,Rare but real
burglaries,count,NewOrleanscity,11184.0,3.3527351301165527,Rare but real
PctVacantBoarded,percentage,BattleCreekcity,14.82,3.352691264904068,Rare but real
medIncome,monetary,LaCanadaFlintridgecity,78965.0,3.3513246355504176,Rare but real
racePctAsian,percentage,Pinolecity,17.65,3.3490620797188537,Rare but real
PctPersDenseHous,percentage,SanBenitocity,22.87,3.347268004399258,Rare but real
rapesPerPop,ratio,Minneapoliscity,144.81,3.3466382710941662,Rare but real
PctUnemployed,percentage,Ecorsecity,15.73,3.345380702827209,Rare but real
burglaries,count,SanFranciscocity,11153.0,3.3427639472391193,Rare but real
RentQrange,count,WestWindsortownship,482.0,3.34224237344642,Rare but real
PctUnemployed,percentage,Sangercity,15.72,3.3419264290681743,Rare but real
PctLargHouseFam,percentage,Indiocity,18.06,3.3408565020613405,Rare but real
arsonsPerPop,ratio,Modestocity,160.23,3.3401969063036945,Rare but real
PctPersDenseHous,percentage,Fillmorecity,22.82,3.3383360313104196,Rare but real
PctFam2Par,percentage,Augustacity,38.93,3.3381362285332963,Rare but real
assaultPerPop,ratio,Lynwoodcity,1834.68,3.335352172136711,Rare but real
ViolentCrimesPerPop,ratio,PlantCitycity,2523.46,3.3335494297091905,Rare but real
rapesPerPop,ratio,NorthCharlestoncity,144.36,3.332875970688747,Rare but real
robbbPerPop,ratio,EastPointcity,943.48,3.33168299130955,Rare but real
PctPersDenseHous,percentage,Montebellocity,22.78,3.331190452839349,Rare but real
PctNotSpeakEnglWell,percentage,Salinascity,16.42,3.3292513515225703,Rare but real
nonViolPerPop,ratio,Commercecity,13802.54,3.326362655635815,Rare but real
rapes,count,SanFranciscocity,361.0,3.3261098520016827,Rare but real
PctImmigRec5,percentage,Logancity,61.69,3.326095967070213,Rare but real
PersPerFam,ratio,NorthOgdencity,3.93,3.3250596681793847,Rare but real
PersPerFam,ratio,SanBenitocity,3.93,3.3250596681793847,Rare but real
PctHousNoPhone,percentage,Homesteadcity,17.87,3.322568959325732,Rare but real
racepctblack,percentage,ForrestCitycity,56.66,3.3224584512922455,Rare but real
PctLargHouseFam,percentage,Fillmorecity,17.99,3.3224036562023453,Rare but real
PctWOFullPlumb,percentage,BentonHarborcity,1.84,3.320237903438853,Rare but real
autoTheftPerPop,ratio,Memphiscity,2146.92,3.318171543195437,Rare but real
PctSameHouse85,percentage,Millingtoncity,16.67,3.3159074979428365,Rare but real
racePctWhite,percentage,Washingtoncity,29.6,3.3127372669941564,Rare but real
assaultPerPop,ratio,GlensFallscity,1824.63,3.312354705674219,Rare but real
PctHousNoPhone,percentage,Moultriecity,17.82,3.3103358007066808,Rare but real
assaultPerPop,ratio,Grenadacity,1823.68,3.310180815809605,Rare but real
PctVacantBoarded,percentage,MuskegonHeightscity,14.66,3.308142690534067,Rare but real
nonViolPerPop,ratio,KeyWestcity,13751.15,3.3071889791744304,Rare but real
ViolentCrimesPerPop,ratio,WestHollywoodcity,2507.51,3.306364044026417,Rare but real
PctPersDenseHous,percentage,Norwalkcity,22.64,3.3061809281906016,Rare but real
PctImmigRec5,percentage,Moscowcity,61.44,3.3059469504203736,Rare but real
racepctblack,percentage,Camdencity,56.42,3.3056091805080654,Rare but real
robbbPerPop,ratio,NorthMiamicity,937.02,3.30412187222962,Rare but real
racePctHisp,percentage,Hollistercity,56.14,3.303719024816274,Rare but real
nonViolPerPop,ratio,CasaGrandecity,13735.28,3.3012678613413478,Rare but real
PersPerRentOccHous,ratio,Sangercity,3.66,3.30049814895766,Rare but real
PctUnemployed,percentage,Youngstowncity,15.6,3.3004751439597646,Rare but real
robbbPerPop,ratio,HuntingtonParkcity,935.85,3.299130152520098,Rare but real
PctWOFullPlumb,percentage,Palatkacity,1.83,3.2967687943697346,Rare but real
PctUsePubTrans,percentage,Homewoodvillage,19.22,3.2938740181344675,Rare but real
burglPerPop,ratio,MyrtleBeachcity,3542.59,3.29019435264821,Rare but real
PctPopUnderPov,percentage,Auburncity,39.91,3.2900804396454615,Rare but real
PctSameHouse85,percentage,CollegeStationcity,16.95,3.2892802686415203,Rare but real
OwnOccQrange,count,Ryecity,185201.0,3.288649847093451,Rare but real
arsons,count,Austincity,610.0,3.2885011037342267,Rare but real
PctSameHouse85,percentage,Carrborotown,16.96,3.2883292961664727,Rare but real
murdPerPop,ratio,Greenvillecity,35.96,3.287983447286819,Rare but real
rapes,count,Toledocity,357.0,3.2863868098396667,Rare but real
PctVacantBoarded,percentage,MountMorristownship,14.58,3.2858684033490664,Rare but real
PctImmigRec5,percentage,Vermillioncity,61.18,3.284991973104541,Rare but real
PctNotSpeakEnglWell,percentage,Harrisontown,16.23,3.2841144610567428,Rare but real
PersPerFam,ratio,Oxnardcity,3.92,3.2835121316101556,Rare but real
pctWPubAsst,percentage,Newarkcity,22.23,3.2831786939410255,Rare but real
ViolentCrimesPerPop,ratio,Mansfieldcity,2493.17,3.2819227631053525,Rare but real
racepctblack,percentage,Willingborotownship,56.07,3.281037327281136,Rare but real
assaults,count,Philadelphiacity,6821.0,3.277919065488851,Rare but real
rapes,count,Seattlecity,356.0,3.2764560492991626,Rare but real
rapes,count,Charlottecity,356.0,3.2764560492991626,Rare but real
larcenies,count,Portlandcity,27016.0,3.2763560842862898,Rare but real
PctPopUnderPov,percentage,Natchitochescity,39.79,3.2761243721092437,Rare but real
PctUsePubTrans,percentage,DalyCitycity,19.13,3.275550825321525,Rare but real
racepctblack,percentage,Augustacity,55.99,3.275420903686409,Rare but real
autoTheft,count,Miamicity,11178.0,3.275283882354132,Rare but real
PersPerRentOccHous,ratio,Oxnardcity,3.65,3.2749695358747446,Rare but real
PersPerRentOccHous,ratio,GalenaParkcity,3.65,3.2749695358747446,Rare but real
PctWOFullPlumb,percentage,Okmulgeecity,1.82,3.2732996853006164,Rare but real
arsonsPerPop,ratio,Aberdeencity,157.63,3.272629594827877,Rare but real
murders,count,Memphiscity,198.0,3.271269108645732,Rare but real
nonViolPerPop,ratio,CoralGablescity,13650.41,3.269602752929642,Rare but real
rapesPerPop,ratio,Vernoncity,142.21,3.267122757640634,Rare but real
assaultPerPop,ratio,Flintcity,1804.45,3.266176708339583,Rare but real
racePctHisp,percentage,SanAntoniocity,55.59,3.2660130255917776,Rare but real
assaultPerPop,ratio,Prichardcity,1804.3,3.265833462571486,Rare but real
racePctWhite,percentage,Cudahycity,30.38,3.265220833579276,Rare but real
autoTheftPerPop,ratio,Hartfordtown,2120.04,3.264864613563375,Rare but real
robbbPerPop,ratio,Buffalocity,927.67,3.264230778824459,Rare but real
racePctHisp,percentage,PerthAmboycity,55.54,3.2625852074804595,Rare but real
burglPerPop,ratio,FortLauderdalecity,3521.48,3.2625165204836333,Rare but real
PctLargHouseFam,percentage,EaglePasscity,17.76,3.2617728769513628,Rare but real
nonViolPerPop,ratio,Paramusborough,13627.73,3.261140815156842,Rare but real
PctRecentImmig,percentage,Azusacity,6.3,3.259907405808963,Rare but real
burglPerPop,ratio,FortPiercecity,3519.39,3.259776270875676,Rare but real
pctWPubAsst,percentage,Ecorsecity,22.12,3.2597708213826304,Rare but real
burglPerPop,ratio,Clearlakecity,3519.08,3.2593698223692322,Rare but real
racepctblack,percentage,Jacksoncity,55.75,3.258571632902228,Rare but real
arsons,count,Portlandcity,604.0,3.254491312910523,Rare but real
PctUnemployed,percentage,Reedleycity,15.46,3.252115311333288,Rare but real
arsonsPerPop,ratio,Chestercity,156.83,3.251839652835318,Rare but real
racePctAsian,percentage,SanPablocity,17.21,3.250690430834533,Rare but real
pctWPubAsst,percentage,Pontiaccity,22.07,3.2491308793106324,Rare but real
PctNotSpeakEnglWell,percentage,Dinubacity,16.08,3.248480073846878,Rare but real
racePctAsian,percentage,WestCovinacity,17.2,3.248454711541707,Rare but real
OwnOccQrange,count,Arcadiacity,183601.0,3.2477266917018714,Rare but real
PctVacantBoarded,percentage,Daytoncity,14.44,3.2468884007753154,Rare but real
rapes,count,Oaklandcity,353.0,3.24666376767765,Rare but real
PctNotSpeakEnglWell,percentage,Pascocity,16.07,3.246104448032888,Rare but real
arsonsPerPop,ratio,SantaMonicacity,156.6,3.245862544512457,Rare but real
PctPersDenseHous,percentage,SouthHoustoncity,22.3,3.2454435111865014,Rare but real
racepctblack,percentage,Monroecity,55.55,3.2445305739154104,Rare but real
medIncome,monetary,Colleyvillecity,77530.0,3.2444078199283655,Rare but real
OwnOccQrange,count,Mahwahtownship,183400.0,3.242585720305804,Rare but real
PctRecentImmig,percentage,Princetontownship,6.27,3.2411034148926903,Rare but real
rapesPerPop,ratio,Daniacity,141.32,3.2399039857276932,Rare but real
PctPersDenseHous,percentage,LosAngelescity,22.26,3.238297932715431,Rare but real
autoTheft,count,SanFranciscocity,11056.0,3.237806094891553,Rare but real
ViolentCrimesPerPop,ratio,Birminghamcity,2466.68,3.236772865504306,Rare but real
PctHousNoPhone,percentage,Donnacity,17.51,3.234490217268566,Rare but real
PctPersDenseHous,percentage,Artesiacity,22.23,3.2329387488621277,Rare but real
assaultPerPop,ratio,PompanoBeachcity,1788.62,3.229952838279757,Rare but real
PctPersDenseHous,percentage,Salinascity,22.21,3.2293659596265925,Rare but real
PctRecentImmig,percentage,Inglewoodcity,6.25,3.2285674209485085,Rare but real
racepctblack,percentage,MountVernoncity,55.3,3.226979250181889,Rare but real
pctWSocSec,percentage,NewSmyrnaBeachcity,53.17,3.226603473718256,Rare but real
ViolentCrimesPerPop,ratio,KansasCitycity,2460.11,3.2255748727810576,Rare but real
PctPopUnderPov,percentage,Ithacacity,39.35,3.2249521244764443,Rare but real
RentQrange,count,Wiltontown,472.0,3.2248528149308173,Rare but real
racePctWhite,percentage,Atlantacity,31.05,3.224405435645981,Rare but real
PersPerRentOccHous,ratio,Delanocity,3.63,3.2239123097089153,Rare but real
PersPerRentOccHous,ratio,Robstowncity,3.63,3.2239123097089153,Rare but real
pctWPubAsst,percentage,Clevelandcity,21.95,3.223595018337838,Rare but real
PctRecentImmig,percentage,Westminstercity,6.24,3.222299423976418,Rare but real
racepctblack,percentage,Richmondcity,55.22,3.2213628265871623,Rare but real
PctHousOccup,percentage,Middletownship,76.7,3.2212834040341023,Rare but real
autoTheftPerPop,ratio,Sacramentocity,2097.94,3.221037115614396,Rare but real
PctImmigRec5,percentage,Evanstoncity,60.36,3.2189031984930687,Rare but real
larcPerPop,ratio,Sunnysidecity,9486.86,3.218669259902474,Rare but real
PctPersDenseHous,percentage,EaglePasscity,22.15,3.218647591919986,Rare but real
autoTheft,count,Newarkcity,10993.0,3.21845281120186,Rare but real
OwnOccQrange,count,Wiltontown,182401.0,3.2170343251581865,Rare but real
racePctWhite,percentage,HuntingtonParkcity,31.19,3.215876845033054,Rare but real
PctHousOccup,percentage,Dovertownship,76.73,3.2153305480915,Rare but real
racePctAsian,percentage,SuisunCitycity,17.05,3.2149189221493253,Rare but real
RentQrange,count,Warrentownship,471.0,3.2131138590792574,Rare but real
PctUsePubTrans,percentage,Rutherfordborough,18.82,3.2124376056325,Rare but real
racepctblack,percentage,Pleasantvillecity,55.07,3.21083203234705,Rare but real
ViolentCrimesPerPop,ratio,Vernoncity,2451.06,3.2101499360770385,Rare but real
PctUsePubTrans,percentage,WhitePlainscity,18.8,3.208365785007402,Rare but real
racePctWhite,percentage,Maywoodcity,31.36,3.205520699288785,Rare but real
racepctblack,percentage,Albanycity,54.99,3.205215608752323,Rare but real
PctRecentImmig,percentage,EastPaloAltocity,6.21,3.2034954330601453,Rare but real
PctHousOccup,percentage,Mesacity,76.79,3.203424836206296,Rare but real
PctWOFullPlumb,percentage,Delanocity,1.79,3.202892358093261,Rare but real
PctHousNoPhone,percentage,Demingcity,17.38,3.2026840048590333,Rare but real
PctHousOccup,percentage,Sandwichtown,76.8,3.2014405508920967,Rare but real
RentQrange,count,Winchestertown,470.0,3.201374903227697,Rare but real
PctFam2Par,percentage,Atlantacity,40.37,3.2013006066055825,Rare but real
PctImmigRec5,percentage,Maryvillecity,60.13,3.2003661031752166,Rare but real
PctFam2Par,percentage,Harrisburgcity,40.38,3.200350359231084,Rare but real
OwnOccQrange,count,Westporttown,181701.0,3.1991304446743705,Rare but real
autoTheftPerPop,ratio,Brocktoncity,2086.75,3.198845726381406,Rare but real
medIncome,monetary,WestWindsortownship,76907.0,3.1979902755851333,Rare but real
PersPerFam,ratio,PuntaGordacity,2.36,3.1979035731894117,Rare but real
PctUnemployed,percentage,Brownsvillecity,15.3,3.1968469311887415,Rare but real
pctWPubAsst,percentage,Hartfordtown,21.82,3.195931168950644,Rare but real
assaultPerPop,ratio,MuskegonHeightscity,1773.68,3.195765559777307,Rare but real
racepctblack,percentage,Memphiscity,54.84,3.1946848145122098,Rare but real
burglaries,count,Charlottecity,10691.0,3.194161157259309,Rare but real
murdPerPop,ratio,NewLondontown,35.1,3.1940432611196226,Rare but real
racepctblack,percentage,Comptoncity,54.83,3.1939827615628684,Rare but real
murdPerPop,ratio,Fayettevillecity,35.09,3.1929509333734925,Rare but real
robberies,count,Dallascity,7420.0,3.1924777648635376,Rare but real
larcenies,count,Charlottecity,26370.0,3.1912875791387645,Rare but real
PctHousNoPhone,percentage,Herefordcity,17.33,3.1904508462399823,Rare but real
PctUsePubTrans,percentage,Oaklandcity,18.71,3.190042592194459,Rare but real
racePctWhite,percentage,EastPointcity,31.63,3.189072703106711,Rare but real
PctUsePubTrans,percentage,ElCerritocity,18.7,3.1880066818819097,Rare but real
autoTheftPerPop,ratio,Providencecity,2080.04,3.1855388254204264,Rare but real
racePctWhite,percentage,EastPaloAltocity,31.69,3.185417592844028,Rare but real
OwnOccQrange,count,Wyckofftownship,181100.0,3.1837586844304084,Rare but real
larcenies,count,FortWorthcity,26310.0,3.183386479589459,Rare but real
racePctHisp,percentage,Oxnardcity,54.37,3.1823742636756207,Rare but real
OwnOccQrange,count,MenloParkcity,181001.0,3.181226564190555,Rare but real
PctPersDenseHous,percentage,Dinubacity,21.94,3.1811333049468655,Rare but real
autoTheftPerPop,ratio,Jacksoncity,2077.66,3.1808189410259207,Rare but real
PctLargHouseFam,percentage,Artesiacity,17.45,3.1800531310043847,Rare but real
PctPopUnderPov,percentage,Donnacity,38.96,3.1795949049837358,Rare but real
racePctAsian,percentage,Millbraecity,16.89,3.1791474134641176,Rare but real
PctPopUnderPov,percentage,SanJuancity,38.95,3.1784318993557177,Rare but real
PctRecentImmig,percentage,Delanocity,6.17,3.1784234451717817,Rare but real
RentQrange,count,Orangetown,468.0,3.1778969915245763,Rare but real
racePctWhite,percentage,Yeadonborough,31.89,3.173233891968417,Rare but real
PctImmigRec5,percentage,Edencity,59.79,3.172963440531435,Rare but real
PersPerRentOccHous,ratio,Carsoncity,3.61,3.1728550835430855,Rare but real
pctWPubAsst,percentage,Brownsvillecity,21.71,3.172523296392249,Rare but real
larcPerPop,ratio,KeyWestcity,9398.81,3.172318110467058,Rare but real
murdPerPop,ratio,CollegeParkcity,34.88,3.1700120507047584,Rare but real
assaultPerPop,ratio,FortPiercecity,1762.37,3.1698848288628003,Rare but real
burglPerPop,ratio,AtlanticCitycity,3450.15,3.1689940302752353,Rare but real
PctHousNoPhone,percentage,SanJuancity,17.24,3.168431160725691,Rare but real
racePctWhite,percentage,Chestercity,32.0,3.1665328564868314,Rare but real
assaultPerPop,ratio,Palatkacity,1760.85,3.166406605079419,Rare but real
autoTheftPerPop,ratio,Daniacity,2070.38,3.1663816475839046,Rare but real
robbbPerPop,ratio,Wilkinsburgborough,904.71,3.16627361255895,Rare but real
RentQrange,count,Wilmingtontown,467.0,3.1661580356730163,Rare but real
PctRecentImmig,percentage,Arcadiacity,6.15,3.1658874512276003,Rare but real
autoTheftPerPop,ratio,Inglewoodcity,2069.81,3.165251255102867,Rare but real
PctFam2Par,percentage,Chestercity,40.76,3.1642409590001597,Rare but real
ViolentCrimesPerPop,ratio,Irvingtontownship,2423.47,3.1631251842909736,Rare but real
assaultPerPop,ratio,Limacity,1759.07,3.162333421964669,Rare but real
PctHousNoPhone,percentage,Robstowncity,17.21,3.1610912655542607,Rare but real
OwnOccQrange,count,Cupertinocity,180201.0,3.160764986494765,Rare but real
rapesPerPop,ratio,VanWertcity,138.7,3.1597768144783642,Rare but real
PctRecentImmig,percentage,CentralFallscity,6.14,3.159619454255509,Rare but real
PersPerFam,ratio,SpanishForkcity,3.89,3.1588695219024725,Rare but real
PctSameHouse85,percentage,Blacksburgtown,18.33,3.1580460670850297,Rare but real
rapesPerPop,ratio,Salisburycity,138.62,3.157330183295179,Rare but real
racePctWhite,percentage,Gardenacity,32.16,3.1567858957863435,Rare but real
PersPerFam,ratio,Tamaraccity,2.37,3.156356036620183,Rare but real
RentQrange,count,Monroetown,466.0,3.154419079821456,Rare but real
PctPopUnderPov,percentage,MountPleasantcity,38.74,3.1540087811673363,Rare but real
burglPerPop,ratio,DeLandcity,3437.18,3.151988749215332,Rare but real
PctImmigRec5,percentage,Carrborotown,59.52,3.151202502549609,Rare but real
pctWPubAsst,percentage,Youngstowncity,21.6,3.149115423833854,Rare but real
nonViolPerPop,ratio,Atlantacity,13325.77,3.148479142763785,Rare but real
autoTheftPerPop,ratio,Oaklandcity,2061.34,3.148454019463598,Rare but real
ViolentCrimesPerPop,ratio,LosAngelescity,2414.77,3.14829679210037,Rare but real
PersPerRentOccHous,ratio,Commercecity,3.6,3.1473264704601713,Rare but real
arsons,count,Memphiscity,585.0,3.1467936419687947,Rare but real
rapesPerPop,ratio,Indianapoliscity,138.25,3.1460145140729456,Rare but real
racePctHisp,percentage,Maderacity,53.82,3.1446682644511244,Rare but real
PctPersDenseHous,percentage,Rexburgcity,21.71,3.1400462287382096,Rare but real
nonViolPerPop,ratio,Blythevillecity,13301.81,3.139539635310685,Rare but real
murdPerPop,ratio,Jacksoncity,34.59,3.138334546066983,Rare but real
racePctWhite,percentage,Oaklandcity,32.47,3.137901159429147,Rare but real
PctLargHouseFam,percentage,Sunnysidecity,17.29,3.1378751976123964,Rare but real
PctPersDenseHous,percentage,Missioncity,21.68,3.1346870448849065,Rare but real
PctRecentImmig,percentage,Watsonvillecity,6.1,3.1345474663671453,Rare but real
autoTheftPerPop,ratio,Clevelandcity,2054.24,3.1343736920682237,Rare but real
burglaries,count,FortWorthcity,10505.0,3.13433405999471,Rare but real
murdPerPop,ratio,Flintcity,34.55,3.1339652350824614,Rare but real
OwnOccQrange,count,Oaklandcity,179100.0,3.1326047401909345,Rare but real
PctWOFullPlumb,percentage,Camdencity,1.76,3.1324850308859062,Rare but real
PctUsePubTrans,percentage,Hyattsvillecity,18.42,3.131001193130533,Rare but real
robbbPerPop,ratio,FortMyerscity,895.45,3.1267664975929828,Rare but real
PctNotSpeakEnglWell,percentage,Maderacity,15.56,3.1249475315193505,Rare but real
rapesPerPop,ratio,Templecity,137.56,3.1249123201179696,Rare but real
arsons,count,Cincinnaticity,581.0,3.124120448086326,Rare but real
medIncome,monetary,Wyckofftownship,75905.0,3.1233347708790036,Rare but real
PctFam2Par,percentage,EastOrangecity,41.2,3.1224300745222466,Rare but real
PctImmigRec5,percentage,Morgantowncity,59.16,3.1221879185738404,Rare but real
PctPersDenseHous,percentage,Azusacity,21.61,3.1221822825605328,Rare but real
PersPerRentOccHous,ratio,Mercedescity,3.59,3.1217978573772562,Rare but real
PersPerRentOccHous,ratio,Pomonacity,3.59,3.1217978573772562,Rare but real
racePctHisp,percentage,Azusacity,53.45,3.119302410427372,Rare but real
RentQrange,count,Medfordtownship,463.0,3.1192022122667753,Rare but real
PctHousOccup,percentage,LakeHavasuCitycity,77.22,3.1181005676956692,Rare but real
PctLargHouseFam,percentage,Springvillecity,17.21,3.1167862309164023,Rare but real
burglPerPop,ratio,Wilsoncity,3409.72,3.1159852782897377,Rare but real
PctUsePubTrans,percentage,Camdencity,18.34,3.114713910630139,Rare but real
assaultPerPop,ratio,LakeCitycity,1737.17,3.1122195398225228,Rare but real
PctHousNoPhone,percentage,EaglePasscity,17.01,3.112158631078058,Rare but real
OwnOccQrange,count,Evanstoncity,178300.0,3.1121431624951446,Rare but real
rapesPerPop,ratio,DaytonaBeachcity,137.13,3.1117616775083468,Rare but real
PctPersDenseHous,percentage,ElCentrocity,21.55,3.111463914853927,Rare but real
murdPerPop,ratio,KansasCitycity,34.34,3.1110263524137283,Rare but real
OwnOccQrange,count,Moorestowntownship,178200.0,3.1095854652831707,Rare but real
pctWPubAsst,percentage,Prichardcity,21.41,3.1086836439602625,Rare but real
murdPerPop,ratio,Enniscity,34.31,3.1077493691753375,Rare but real
rapes,count,Tulsacity,339.0,3.107633120110594,Rare but real
OwnOccQrange,count,YorbaLindacity,178100.0,3.1070277680711973,Rare but real
pctWPubAsst,percentage,Maderacity,21.4,3.1065556555458627,Rare but real
PctHousNoPhone,percentage,Seguincity,16.98,3.104818735906627,Rare but real
autoTheft,count,Baltimorecity,10623.0,3.104790668897316,Rare but real
PctRecentImmig,percentage,Brooklinetown,6.05,3.1032074815066912,Rare but real
PctPopUnderPov,percentage,DelRiocity,38.3,3.102836533534536,Rare but real
autoTheftPerPop,ratio,FortPiercecity,2038.25,3.1026632082580807,Rare but real
PctHousNoPhone,percentage,Brownsvillecity,16.97,3.1023721041828165,Rare but real
autoTheft,count,Milwaukeecity,10615.0,3.1023331090637045,Rare but real
PctVacantBoarded,percentage,Pembertontownship,13.92,3.1021055340728116,Rare but real
racepctblack,percentage,PineBluffcity,53.52,3.102013825199217,Rare but real
nonViolPerPop,ratio,OaklandParkcity,13200.92,3.101897443868986,Rare but real
PctNotSpeakEnglWell,percentage,DelRiocity,15.46,3.1011912733794413,Rare but real
PctNotSpeakEnglWell,percentage,Glendalecity,15.46,3.1011912733794413,Rare but real
racepctblack,percentage,Brownsvillecity,53.49,3.099907666351194,Rare but real
assaultPerPop,ratio,RockHillcity,1731.71,3.0997253938637956,Rare but real
PctPopUnderPov,percentage,Eunicecity,38.27,3.0993475166504822,Rare but real
PctRecentImmig,percentage,HighlandParkborough,6.04,3.0969394845346003,Rare but real
robbbPerPop,ratio,Minneapoliscity,888.43,3.0968161793358457,Rare but real
PersPerRentOccHous,ratio,Watsonvillecity,3.58,3.096269244294342,Rare but real
arsonsPerPop,ratio,Rochestercity,150.81,3.0953953393413096,Rare but real
PctPersDenseHous,percentage,Alhambracity,21.45,3.09359996867625,Rare but real
murdPerPop,ratio,Blythevillecity,34.18,3.093549108475645,Rare but real
racePctHisp,percentage,SilverCitytown,53.05,3.0918798655368285,Rare but real
PctUnemployed,percentage,Lawrencecity,14.99,3.089764444658683,Rare but real
PctLargHouseFam,percentage,Norwalkcity,17.1,3.0877889017094104,Rare but real
autoTheftPerPop,ratio,Lowellcity,2030.48,3.0872541739113126,Rare but real
PctWOFullPlumb,percentage,UnionCitycity,1.74,3.0855468127476695,Rare but real
pctWPubAsst,percentage,Stocktoncity,21.3,3.0852757714018675,Rare but real
larcenies,count,Milwaukeecity,25553.0,3.0837009402757176,Rare but real
murdPerPop,ratio,Poughkeepsiecity,34.03,3.077164192283692,Rare but real
pctWPubAsst,percentage,Tularecity,21.26,3.0767638177442693,Rare but real
PctUsePubTrans,percentage,Quincycity,18.15,3.0760316146917037,Rare but real
PctUsePubTrans,percentage,Alexandriacity,18.15,3.0760316146917037,Rare but real
PctUnemployed,percentage,Dinubacity,14.95,3.075947349622547,Rare but real
medIncome,monetary,Ridgewoodvillage,75221.0,3.0723723305406874,Rare but real
PctUsePubTrans,percentage,Brentwoodborough,18.13,3.0719597940666055,Rare but real
OwnOccQrange,count,SanClementecity,176700.0,3.071220007103565,Rare but real
racePctWhite,percentage,Berkeleycity,33.57,3.0708908046132897,Rare but real
PctPersDenseHous,percentage,Sunnysidecity,21.32,3.0703768386452706,Rare but real
assaultPerPop,ratio,BalchSpringscity,1718.43,3.069336701861617,Rare but real
PctSameHouse85,percentage,EastLansingcity,19.27,3.0686546544306084,Rare but real
assaults,count,KansasCitycity,6402.0,3.066491188537696,Rare but real
PctPopUnderPov,percentage,CollegeStationcity,37.98,3.065620353437955,Rare but real
medIncome,monetary,BerkeleyHeightstownship,75122.0,3.0649961878601415,Rare but real
robbbPerPop,ratio,CollegeParkcity,880.79,3.064220676275371,Rare but real
PctVacantBoarded,percentage,Alicecity,13.78,3.0631255314990606,Rare but real
PctVacantBoarded,percentage,Bridgeporttown,13.77,3.0603412456009353,Rare but real
arsonsPerPop,ratio,Charlestoncity,149.46,3.060312312228866,Rare but real
autoTheftPerPop,ratio,Elizabethcity,2016.86,3.0602437430486384,Rare but real
racepctblack,percentage,Americuscity,52.91,3.0591885952894238,Rare but real
racepctblack,percentage,Hendersoncity,52.88,3.057082436441402,Rare but real
OwnOccQrange,count,Millbraecity,176101.0,3.0558994008038427,Rare but real
pctWSocSec,percentage,DeerfieldBeachcity,51.75,3.0553898257702694,Rare but real
autoTheftPerPop,ratio,EastOrangecity,2014.34,3.0552462183956326,Rare but real
murdPerPop,ratio,Augustacity,33.82,3.054225309614958,Rare but real
robberies,count,Washingtoncity,7107.0,3.0533486745784617,Rare but real
arsonsPerPop,ratio,Philadelphiacity,149.17,3.0527759582565626,Rare but real
rapesPerPop,ratio,Farmingtoncity,135.2,3.0527367002139933,Rare but real
autoTheftPerPop,ratio,Hawthornecity,2013.02,3.0526284673869157,Rare but real
PctUnemployed,percentage,Sunnysidecity,14.88,3.051767433309308,Rare but real
