communityname,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWSocSec,pctWPubAsst,PctPopUnderPov,PctUnemployed,PersPerFam,PctFam2Par,PctImmigRec5,PctRecentImmig,PctNotSpeakEnglWell,PctLargHouseFam,PersPerRentOccHous,PctPersDenseHous,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctWOFullPlumb,OwnOccQrange,RentQrange,NumInShelters,PctSameHouse85,PctUsePubTrans,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
AllenParkcity,31092,0.46,97.98,0.75,3.17,100.0,39925,38.5,3.5,3.26,5.48,3.02,84.75,1.85,0.08,0.74,3.25,1.86,1.18,98.34,0.0,0.77,0.18,26100,150,0,72.91,0.88,0,0.0,7.0,26.92,20.0,65.95,41.0,135.2,131.0,431.97,723.0,2384.09,182.0,600.15,5.0,16.49,374.06,3432.7
Hamptontownship,15568,0.53,98.59,0.75,0.3,100.0,45538,22.97,1.86,2.54,3.23,3.2,90.16,0.0,0.0,0.37,4.04,2.28,0.48,97.27,1.32,0.13,0.25,65100,172,0,62.56,3.39,0,0.0,0.0,0.0,1.0,6.32,16.0,101.05,25.0,157.9,162.0,1023.18,11.0,69.48,0.0,0.0,107.37,1250.55
Salemcity,107786,1.51,91.18,2.39,6.11,100.0,25236,29.77,7.67,14.5,6.4,2.99,69.0,30.12,1.08,1.9,4.87,2.27,3.98,96.09,1.92,4.69,0.41,34500,141,178,38.87,2.57,7,5.96,67.0,57.04,208.0,177.07,109.0,92.79,1592.0,1355.29,7122.0,6063.03,697.0,593.36,60.0,51.08,332.86,8062.76
Hazletoncity,24730,0.21,98.63,0.67,1.01,0.0,20927,44.3,8.6,13.48,6.05,2.97,72.57,11.63,0.26,0.6,3.92,2.05,1.0,93.22,2.21,2.91,0.31,37800,133,0,69.51,1.43,0,0.0,5.0,20.24,7.0,28.34,16.0,64.77,222.0,898.64,342.0,1384.39,24.0,97.15,2.0,8.1,113.34,2388.28
Akroncity,223019,24.51,73.76,1.21,0.72,100.0,22279,30.31,14.23,20.48,9.01,3.05,59.54,27.69,0.58,0.88,4.84,2.22,1.56,93.31,5.21,4.98,0.3,27000,170,123,54.94,3.24,19,8.53,204.0,91.54,840.0,376.91,56.0,226.525,3367.0,1510.79,8675.0,3892.51,2043.0,916.7,190.0,85.25,374.06,6405.25
Bayonnecity,61444,4.71,90.44,1.84,9.5,100.0,31954,36.13,5.56,8.79,5.88,3.06,72.52,18.2,1.31,3.7,4.31,2.24,2.99,95.62,3.8,2.62,0.43,81100,259,0,68.49,17.23,0,0.0,6.0,9.59,105.0,167.75,194.0,309.94,335.0,535.2,1157.0,1848.45,249.0,397.81,5.0,7.99,487.27,2789.45
Lynncity,81245,8.06,83.06,3.7,9.15,100.0,28553,30.01,13.4,15.91,9.34,3.21,61.08,33.76,2.77,5.45,6.97,2.29,4.28,91.01,4.72,5.22,0.71,48500,323,202,55.72,8.92,8,10.14,19.0,24.08,371.0,470.19,994.0,1259.76,1824.0,2311.67,2301.0,2916.2,1564.0,1982.16,0.0,0.0,1764.17,7210.03
Concordtown,17076,2.66,93.63,2.04,3.01,78.87,69917,23.95,2.11,3.26,3.96,3.09,87.44,19.8,0.6,0.73,3.42,2.17,0.37,96.21,1.79,0.11,0.14,206400,456,0,58.21,5.9,0,0.0,0.0,0.0,0.0,0.0,7.0,39.54,17.0,96.03,216.0,1220.13,3.0,16.95,0.0,0.0,39.54,1333.11
Woodbridgetownship,93086,6.46,86.61,5.47,5.56,100.0,45516,27.56,3.55,3.04,4.85,3.14,82.95,19.36,1.29,1.96,4.47,2.21,2.32,97.03,2.05,0.99,0.2,48000,207,43,66.03,6.92,3,3.09,15.0,15.47,108.0,111.35,270.0,278.38,665.0,685.65,2444.0,2519.9,718.0,740.3,21.0,21.65,408.3,3967.5
Bellflowercity,61815,6.27,69.77,10.09,23.9,100.0,32711,21.6,9.27,9.62,5.88,3.21,66.62,34.01,4.14,6.54,7.5,2.63,14.08,94.97,1.57,3.5,0.71,80500,225,0,41.27,2.49,4,5.97,28.0,41.79,383.0,571.62,729.0,1088.03,910.0,1358.17,1454.0,2170.08,1137.0,1696.96,22.0,32.83,1707.41,5258.05
Clarktownship,14629,0.1,97.86,1.64,2.93,100.0,50095,37.36,2.43,1.81,4.08,3.05,89.06,5.84,0.16,1.43,3.45,1.75,0.42,97.96,0.87,0.11,0.28,80400,55,0,75.7,4.19,1,6.66,1.0,6.66,7.0,46.64,7.0,46.64,47.0,313.15,233.0,1552.4,31.0,206.54,0.0,0.0,106.6,2072.09
Weslacocity,21877,0.17,79.44,0.48,79.69,100.0,17645,35.6,17.97,35.49,17.59,3.79,74.52,11.78,1.55,19.62,16.52,3.23,23.68,74.47,18.5,13.37,1.49,33100,175,0,63.25,0.4,2,7.79,2.0,7.79,14.0,54.56,107.0,417.02,506.0,1972.09,1386.0,5401.82,251.0,978.25,6.0,23.38,487.18,8375.56
Streamwoodvillage,30987,1.99,91.15,4.24,7.42,100.0,48758,9.81,2.3,2.63,4.41,3.4,86.85,18.98,1.21,2.11,6.53,3.08,2.84,96.19,1.02,0.17,0.1,37800,262,0,47.01,2.98,0,0.0,7.0,26.92,9.0,27.15,39.0,117.64,154.0,464.53,766.0,2310.57,37.0,111.61,7.0,21.11,374.06,2907.82
OakParkcity,30462,34.3,62.84,2.36,1.46,100.0,36090,25.56,7.34,10.85,6.17,3.31,70.74,10.39,1.15,2.84,7.98,2.56,5.19,95.95,0.44,0.46,0.11,18700,146,0,58.68,1.59,1,3.12,7.0,26.92,77.0,240.37,191.0,596.24,324.0,1011.43,1331.0,4154.96,358.0,1117.56,11.0,34.34,374.06,6318.29
Aberdeentownship,17038,11.4,83.6,3.4,4.99,100.0,50448,19.87,2.93,3.18,5.16,3.27,83.88,18.7,1.09,1.09,5.28,2.32,2.02,95.71,6.42,0.88,0.15,58600,263,13,61.79,12.82,1,5.61,15.0,84.15,10.0,56.1,27.0,151.46,151.0,847.08,392.0,2199.04,47.0,263.66,0.0,0.0,297.32,3309.77
Gatesvillecity,11492,24.67,66.79,0.23,11.9,0.0,19836,41.43,7.24,13.13,8.83,2.98,74.01,25.93,0.37,1.19,3.78,2.36,3.53,87.66,1.11,10.26,0.45,27700,139,0,34.42,0.0,0,0.0,3.0,24.59,1.0,8.2,12.0,98.35,83.0,680.27,121.0,991.72,11.0,90.16,3.0,24.59,131.14,1786.74
Sylacaugacity,12520,24.53,74.92,0.16,0.33,0.0,19950,36.92,9.76,19.6,4.75,3.07,69.4,0.0,0.0,0.45,4.86,2.33,3.82,91.85,2.49,10.36,0.94,39800,137,0,56.48,0.0,1,7.17,4.0,28.68,19.0,136.21,82.0,587.86,109.0,781.42,445.0,3190.19,25.0,179.22,5.0,21.08,759.91,4425.450000000001
Lexingtontown,28974,1.08,92.21,6.47,1.22,100.0,67389,27.52,2.82,2.63,3.48,3.07,86.72,13.73,1.15,1.29,2.93,2.24,0.41,96.99,0.0,0.1,0.06,153700,367,8,66.07,4.91,0,0.0,0.0,0.0,1.0,3.33,3.0,9.99,70.0,233.03,288.0,958.75,15.0,49.94,2.0,6.66,13.32,1248.38
Richlandcity,32315,1.43,93.0,3.31,3.04,100.0,36626,23.66,5.55,7.79,5.05,3.01,76.28,14.35,0.5,0.84,4.27,2.18,1.85,94.88,1.97,2.3,0.12,45700,114,0,47.87,6.79,0,0.0,23.0,63.31,5.0,13.76,56.0,154.15,153.0,421.16,791.0,2177.38,44.0,121.12,7.0,19.27,231.23,2738.93
Rosevillecity,44685,0.91,91.53,3.32,10.8,100.0,39975,22.07,7.17,6.83,4.99,3.08,76.12,19.47,0.68,1.86,4.05,2.46,3.7,93.35,1.52,2.64,0.31,89600,263,129,35.65,0.93,1,1.88,12.0,22.52,56.0,105.1,219.0,411.0,754.0,1415.03,1914.0,3592.01,442.0,829.5,27.0,50.67,540.49,5887.21
PicoRiveracity,59177,0.69,58.78,3.16,83.2,100.0,34383,25.09,12.12,11.61,8.44,4.0,73.32,20.03,3.54,14.38,20.77,3.46,25.88,98.08,1.27,3.75,0.17,55600,249,23,61.7,3.56,8,12.72,18.0,28.63,203.0,322.84,619.0,984.41,478.0,760.18,836.0,1329.52,499.0,793.58,10.0,15.9,1348.6,2899.17
Plainvilletown,17392,2.4,95.94,0.93,2.13,97.42,38432,25.64,2.38,3.96,4.76,3.01,79.86,3.1,0.21,1.47,2.76,1.95,0.96,95.13,0.28,1.03,0.27,49100,214,10,64.16,0.26,0,0.0,2.0,11.49,5.0,28.72,8.0,45.95,107.0,614.52,351.0,2015.85,54.0,310.13,0.0,0.0,86.15,2940.5
Moontownship,19631,3.21,95.49,1.01,0.89,86.13,42016,18.54,2.91,6.2,4.14,3.09,85.72,16.3,0.38,0.51,3.1,2.06,0.82,91.85,0.47,0.24,0.08,46100,201,0,58.88,2.81,0,0.0,3.0,15.02,4.0,20.03,7.0,35.06,43.0,215.36,262.0,1312.17,63.0,315.52,0.0,0.0,70.12,1843.04
Laceycity,19279,2.95,88.86,6.05,3.46,100.0,29426,27.91,5.84,7.91,6.18,3.0,74.37,23.3,0.99,1.19,3.97,2.22,3.16,95.56,1.39,1.88,0.24,28100,184,0,39.2,2.35,1,4.6,5.0,23.0,14.0,64.41,41.0,188.62,195.0,897.09,1227.0,5644.75,58.0,266.83,2.0,9.2,280.63,6817.87
Columbuscity,23799,51.17,48.29,0.32,0.78,0.0,19030,32.6,16.98,28.63,9.19,3.19,51.94,0.0,0.0,0.37,7.0,2.44,5.72,92.29,3.15,11.82,1.45,28700,186,12,53.4,0.33,1,3.69,15.0,55.29,32.0,117.95,74.0,272.75,233.0,858.8,1002.0,3693.19,46.0,169.55,6.0,22.11,449.67,4743.65
WhiteSettlementcity,15472,4.4,90.03,1.61,6.85,100.0,25149,21.45,4.14,12.77,5.53,3.12,69.8,18.7,0.31,0.58,3.84,2.68,4.92,90.98,2.34,9.02,0.71,21800,128,0,42.49,0.42,0,0.0,9.0,53.53,14.0,83.27,42.0,249.82,103.0,612.66,587.0,3491.55,65.0,386.63,0.0,0.0,386.63,4490.84
Framinghamtown,64989,3.7,90.11,2.93,8.14,100.0,42948,21.88,5.58,5.96,6.42,3.03,76.83,31.69,2.42,3.32,3.6,2.08,2.61,95.12,1.47,2.03,0.49,74600,342,92,55.47,2.81,0,0.0,29.0,43.04,36.0,53.43,594.0,881.55,457.0,678.23,1378.0,2045.09,234.0,347.28,4.0,5.94,978.02,3076.53
Exetertown,12481,0.43,98.53,0.81,0.49,0.0,36121,27.48,2.77,5.2,5.77,3.0,78.84,15.65,0.19,0.26,2.58,2.02,1.11,93.06,0.54,2.32,0.11,74900,249,0,47.47,0.42,0,0.0,2.0,15.86,1.0,7.93,5.0,39.64,29.0,229.94,174.0,1379.64,15.0,118.93,8.0,63.43,63.43,1791.94
ElSegundocity,15223,1.01,90.52,5.02,9.08,100.0,46352,17.23,2.22,4.25,3.32,2.88,73.51,20.07,2.23,2.0,3.63,2.05,3.85,94.2,0.72,1.79,0.19,141200,343,0,39.12,0.72,1,6.38,7.0,44.69,33.0,210.69,27.0,172.38,230.0,1468.43,647.0,4130.75,174.0,1110.9,6.0,38.31,434.14,6748.39
Nacogdochescity,30872,22.47,73.53,0.87,5.06,0.0,15917,23.18,7.83,31.53,7.18,3.05,64.7,26.66,0.72,1.42,5.42,2.21,4.56,92.27,3.48,10.3,0.59,47900,156,29,33.41,0.21,2,6.18,13.0,40.18,40.0,123.64,168.0,519.27,300.0,927.27,997.0,3081.63,63.0,194.73,25.0,77.27,689.27,4280.9
Dentoncity,66270,9.53,81.96,2.81,8.96,100.0,23156,16.78,3.38,20.65,6.07,3.05,74.74,38.1,1.78,2.06,4.73,2.08,4.48,89.33,2.28,6.85,0.47,43800,151,0,31.72,0.14,5,7.09,41.0,58.15,102.0,144.65,342.0,485.02,676.0,958.69,2513.0,3563.88,201.0,285.05,56.0,79.42,694.91,4887.04
Claremorecity,13280,2.58,79.88,0.63,1.66,0.0,23483,27.46,5.75,15.75,5.27,3.04,72.38,38.12,0.46,0.17,3.56,2.38,2.69,92.36,2.11,8.02,1.0,31400,155,6,47.03,0.07,0,0.0,5.0,31.92,2.0,12.77,26.0,165.99,108.0,689.48,370.0,2362.1,31.0,197.91,1.0,6.38,210.67,3255.87
Odessacity,89699,5.97,75.39,0.68,31.13,100.0,24346,22.71,6.78,19.36,7.55,3.25,73.96,14.51,0.65,5.69,6.67,2.48,8.12,86.95,6.01,11.25,0.79,35700,144,59,49.45,0.02,9,9.32,39.0,40.39,146.0,151.22,577.0,597.64,1969.0,2039.42,5684.0,5887.29,424.0,439.16,59.0,61.11,798.57,8426.98
Taylorcity,11472,16.72,68.7,0.39,28.57,0.0,21160,35.22,9.54,21.88,7.44,3.28,72.16,8.43,0.18,3.5,7.01,2.72,7.08,87.52,3.9,12.18,0.63,37300,150,0,58.22,0.65,3,24.3,5.0,40.49,5.0,40.49,78.0,631.68,134.0,1085.2,350.0,2834.47,33.0,267.25,0.0,0.0,736.96,4186.91
Orangecity,110658,1.4,82.99,7.9,22.84,100.0,46539,18.93,5.55,7.99,4.57,3.26,76.93,36.36,5.1,9.23,9.01,2.95,9.62,96.77,1.3,1.77,0.36,118500,284,159,43.08,2.59,3,2.56,30.0,25.56,234.0,199.37,289.0,246.23,1444.0,1230.28,3033.0,2584.09,982.0,836.66,42.0,35.78,473.71,4686.81
Portsmouthcity,22676,5.17,93.97,0.34,0.41,0.0,15732,41.47,19.47,27.97,11.52,2.97,61.73,12.79,0.02,0.4,3.94,2.26,1.43,89.86,3.94,13.53,0.52,26400,137,0,52.17,0.0,1,4.16,30.0,124.94,33.0,137.44,95.0,395.65,560.0,2332.26,1239.0,5160.13,86.0,358.17,20.0,83.3,662.2,7933.86
OregonCitycity,14698,0.33,96.88,1.2,2.16,100.0,28687,23.22,4.6,9.25,3.41,3.12,72.8,12.81,0.31,0.54,4.86,2.39,3.81,96.55,2.04,2.66,0.18,24600,148,0,45.1,2.52,2,12.21,3.0,18.31,16.0,97.65,55.0,335.67,169.0,1031.43,707.0,4314.92,89.0,543.18,7.0,42.72,463.84,5932.26
Washingtoncity,10704,0.74,98.63,0.36,0.71,0.0,30650,28.78,3.54,5.22,3.64,3.12,81.77,52.48,0.5,0.26,4.51,2.14,1.66,94.49,1.67,1.68,0.39,32200,139,0,53.15,0.29,0,0.0,2.0,17.5,1.0,8.75,55.0,481.15,63.0,551.13,366.0,3201.82,18.0,157.47,2.0,17.5,507.39,3927.92
Campbellcity,36048,1.98,83.64,9.48,10.65,100.0,42489,17.37,6.01,5.76,3.42,2.93,68.64,26.86,1.84,2.96,4.15,2.2,5.93,96.51,4.51,0.61,0.21,110200,275,0,41.46,2.38,0,0.0,17.0,45.33,44.0,117.33,86.0,229.33,320.0,853.31,1367.0,3645.24,193.0,514.65,9.0,24.0,391.99,5037.2
Sedaliacity,19800,5.44,93.56,0.44,0.91,0.0,19775,38.71,7.68,15.01,9.11,2.92,73.8,36.68,0.31,0.5,3.49,2.16,1.7,90.36,2.0,8.63,0.55,29800,122,0,54.11,0.27,2,9.79,8.0,39.16,7.0,34.26,102.0,499.24,188.0,920.17,920.0,4502.96,36.0,176.2,0.0,0.0,582.45,5599.33
Astoriacity,10069,0.34,95.51,2.06,2.53,0.0,24325,30.51,7.12,16.46,6.09,2.95,68.16,7.31,0.2,1.62,4.43,2.23,3.15,91.04,4.58,8.56,1.08,32400,146,15,47.61,0.81,0,0.0,8.0,77.15,3.0,28.93,20.0,192.88,142.0,1369.47,353.0,3404.38,32.0,308.61,3.0,28.93,298.97,5111.39
Woodburycity,10904,20.13,78.34,0.68,1.69,100.0,28993,34.52,13.13,12.38,8.18,3.13,61.35,5.23,0.0,0.66,5.34,2.07,2.19,95.85,8.89,2.84,0.14,43900,314,0,61.21,4.06,0,0.0,2.0,18.82,26.0,244.68,27.0,254.09,126.0,1185.77,419.0,3943.16,35.0,329.38,0.0,0.0,517.6,5458.31
Montereycity,31954,2.93,86.62,7.32,7.81,100.0,34727,20.99,3.81,6.58,2.23,2.86,78.34,35.38,3.87,2.65,3.24,2.2,4.25,94.04,0.62,0.95,0.07,156300,263,0,31.76,2.65,0,0.0,12.0,40.05,61.0,203.59,189.0,630.8,363.0,1211.53,1380.0,4605.83,114.0,380.48,14.0,46.73,874.44,6244.58
Orangeburgcity,13739,59.87,39.16,0.82,0.49,0.0,22176,31.85,13.9,25.0,9.46,3.07,56.23,37.56,0.53,0.8,6.45,2.49,4.59,91.35,2.89,12.64,1.92,38200,171,0,42.05,0.0,1,7.25,7.0,50.74,82.0,594.42,157.0,1138.09,338.0,2450.16,1012.0,7335.99,72.0,521.93,5.0,36.25,1790.5,10344.33
Beaconcity,13243,15.02,79.03,0.72,14.12,100.0,32633,29.38,6.96,11.46,7.29,3.21,68.63,22.21,0.6,2.71,6.15,2.49,4.24,93.69,4.4,6.97,0.0,40900,254,48,55.49,4.14,0,0.0,5.0,37.02,22.0,162.9,61.0,451.68,89.0,659.02,195.0,1443.91,24.0,177.71,3.0,22.21,651.61,2302.85
Auroracity,99581,11.86,74.07,1.32,22.96,100.0,35039,19.87,5.63,10.54,6.05,3.45,73.65,25.15,1.73,5.87,10.51,2.67,7.64,94.64,6.96,6.59,0.37,51700,198,232,46.29,3.37,17,15.93,7.0,26.92,304.0,284.93,499.0,467.69,1465.0,1373.09,3932.0,3685.31,389.0,364.59,54.0,50.61,374.06,5473.6
Norwoodcity,23674,1.01,97.99,0.69,0.55,100.0,22191,28.08,9.69,13.19,6.82,3.07,64.53,30.04,0.29,0.72,4.65,2.15,2.69,94.43,0.35,6.17,0.39,22200,101,70,53.59,4.33,0,0.0,16.0,71.19,61.0,271.42,33.0,146.84,217.0,965.56,1015.0,4516.33,55.0,244.73,6.0,26.7,489.45,5753.31
Medfordcity,57407,4.07,93.41,2.01,1.72,100.0,38859,32.16,5.73,6.93,5.8,3.11,78.76,18.65,1.65,2.13,4.85,2.21,1.16,96.38,0.97,0.86,0.27,62300,320,21,63.07,16.88,0,0.0,8.0,14.29,36.0,64.32,392.0,700.33,336.0,600.28,1045.0,1866.94,359.0,641.37,4.0,7.15,778.93,3115.73
Bexleycity,13088,3.53,95.57,0.7,0.73,100.0,48125,25.19,1.49,5.26,2.61,3.11,82.85,23.76,0.67,0.22,3.0,2.04,0.74,95.83,1.45,0.15,0.0,108600,195,0,56.9,2.83,0,0.0,1.0,7.44,33.0,245.48,4.0,29.76,104.0,773.64,426.0,3168.94,31.0,230.6,4.0,29.76,282.67,4202.93
Maderacity,29281,4.63,57.62,1.62,53.82,0.0,21401,27.14,21.4,26.93,17.0,3.59,63.64,28.7,3.06,15.56,14.88,3.34,18.9,96.11,7.28,6.31,1.27,39700,142,35,47.75,0.0,3,8.85,23.0,67.88,137.0,404.33,254.0,749.64,488.0,1440.25,1302.0,3842.63,453.0,1336.95,13.0,38.37,1230.71,6658.21
Hibbingcity,18046,0.14,98.65,0.29,0.44,0.0,22378,36.09,10.13,15.21,7.87,2.95,75.34,3.47,0.04,0.41,3.16,1.84,1.12,91.1,2.34,3.54,0.94,25800,146,27,64.75,0.8,0,0.0,7.0,26.92,0.0,0.0,4.0,22.44,41.0,229.96,231.0,1295.64,8.0,44.87,0.0,0.0,374.06,1570.48
Nortontown,14265,1.34,97.1,1.04,1.22,16.62,43861,19.66,5.66,5.5,5.01,3.21,79.9,9.72,0.32,0.34,4.18,2.38,1.31,95.65,0.95,0.71,0.58,50400,369,0,55.33,2.89,0,0.0,0.0,0.0,0.0,0.0,28.0,186.22,78.0,518.75,195.0,1296.89,18.0,119.71,0.0,0.0,186.22,1935.36
Fridleycity,28335,0.98,95.69,2.24,1.04,100.0,36855,17.17,5.38,6.08,4.93,3.0,72.1,14.79,0.38,0.78,2.87,2.24,2.15,95.54,0.59,1.22,0.16,26200,147,0,57.77,3.46,1,3.78,7.0,26.92,27.0,101.95,70.0,264.32,268.0,1011.97,1459.0,5509.19,118.0,445.57,4.0,15.1,374.06,6981.84
Scarboroughtown,12518,0.24,98.98,0.64,0.33,31.71,40718,22.39,3.29,2.62,4.54,3.03,83.38,10.53,0.0,0.45,2.62,2.26,0.42,87.96,2.16,0.44,1.0,78800,207,0,50.73,0.31,0,0.0,3.0,23.75,2.0,15.84,9.0,71.26,94.0,744.32,321.0,2541.77,19.0,150.45,0.0,0.0,110.86,3436.53
RanchoCucamongacity,101409,5.87,78.59,5.44,20.02,100.0,46193,12.48,4.64,5.47,4.87,3.41,81.2,22.15,1.34,2.69,7.16,2.62,5.5,92.49,0.88,1.28,0.16,99900,252,0,36.97,0.51,4,3.47,31.0,26.87,215.0,186.35,143.0,123.94,1262.0,1093.82,2728.0,2364.44,1008.0,873.67,24.0,20.8,340.63,4352.73
MachesneyParkvillage,19033,0.7,97.58,0.81,1.93,100.0,33791,19.65,3.67,7.08,4.96,3.21,80.89,16.05,0.19,0.48,4.68,2.76,2.47,97.46,5.85,2.88,0.52,27000,120,0,60.19,0.39,0,0.0,7.0,26.92,11.0,55.54,39.0,196.91,297.0,1499.55,771.0,3892.76,37.0,186.81,3.0,15.15,374.06,5594.26
Morristowncity,21385,9.01,90.36,0.31,0.43,0.0,19749,32.26,10.75,20.09,7.93,2.92,64.29,24.03,0.03,0.12,2.9,2.28,2.18,94.24,0.56,12.51,0.36,30800,128,24,52.95,0.0,2,8.94,13.0,58.13,18.0,80.49,53.0,237.0,234.0,1046.37,1008.0,4507.45,139.0,621.56,18.0,80.49,384.56,6255.87
Adriancity,22097,3.27,86.84,0.78,13.39,0.0,24788,29.58,14.0,20.65,8.37,3.18,65.52,22.9,0.48,1.24,6.56,2.39,3.53,95.37,3.31,10.78,0.6,31800,129,41,45.19,0.49,0,0.0,7.0,26.92,8.0,35.27,37.0,163.13,126.0,555.53,946.0,4170.89,44.0,193.99,3.0,13.23,374.06,4933.64
Dearborncity,89286,0.55,97.55,0.94,2.78,100.0,34909,35.5,5.85,10.78,6.24,3.15,79.61,21.14,2.68,3.92,6.68,2.17,2.99,95.97,1.75,1.19,0.51,40200,204,14,63.29,1.59,1,1.15,7.0,26.92,187.0,215.77,331.0,381.92,621.0,716.54,5076.0,5856.9,1157.0,1334.99,17.0,19.62,374.06,7928.05
OilCitycity,11949,0.47,99.01,0.34,0.5,0.0,20411,37.7,11.84,18.26,7.84,3.02,69.31,6.78,0.07,0.22,3.61,2.17,0.53,89.47,1.57,5.78,0.37,24000,103,0,60.55,0.54,0,0.0,5.0,42.27,2.0,16.91,6.0,50.72,77.0,650.94,366.0,3094.09,22.0,185.98,8.0,67.63,109.9,3998.65
Frasercity,13899,0.17,98.32,0.84,1.07,100.0,36644,25.44,4.61,5.38,5.67,3.16,74.82,7.59,0.24,0.87,4.39,2.05,1.58,96.97,0.0,0.27,0.0,28100,158,0,64.97,0.58,0,0.0,7.0,26.92,12.0,84.73,37.0,261.24,75.0,529.55,471.0,3325.57,52.0,367.15,4.0,28.24,374.06,4250.51
Tallmadgecity,14870,1.32,97.73,0.75,0.52,100.0,36979,32.67,3.92,5.37,5.36,3.04,82.83,2.95,0.0,0.58,3.39,2.01,0.81,97.7,0.76,0.89,0.19,39300,202,0,64.07,0.78,0,0.0,4.0,26.0,10.0,65.01,18.0,117.01,104.0,676.07,399.0,2593.77,57.0,370.54,15.0,97.51,208.02,3737.89
Brownsvillecity,10019,53.49,45.97,0.16,0.7,0.0,17682,36.2,16.32,26.76,8.68,3.26,53.66,0.0,0.0,0.52,6.93,2.58,5.3,96.1,0.0,8.92,1.33,26400,157,0,58.57,0.26,0,0.0,11.0,105.34,16.0,153.23,132.0,1264.13,176.0,1685.5,338.0,3236.93,51.0,488.41,1.0,9.58,1522.7,5420.42
Jacksonvillecity,672971,24.35,72.75,1.92,2.58,98.8,28513,23.41,6.33,12.81,5.2,3.1,69.79,19.79,0.4,0.69,4.63,2.36,4.33,90.37,6.87,6.15,0.4,44200,175,665,46.33,2.65,125,18.41,699.0,102.92,3604.0,530.66,6989.0,1029.08,15127.0,2227.35,31936.0,4702.36,9033.0,1330.05,387.0,56.98,1681.08,8316.74
Springtownship,18899,1.01,97.15,1.52,0.87,86.8,41491,28.86,1.77,2.61,2.61,3.01,84.68,9.38,0.29,0.37,2.3,2.16,0.5,96.56,0.0,0.26,0.16,53700,130,0,60.21,0.83,0,0.0,5.0,26.01,2.0,10.4,5.0,26.01,29.0,150.87,162.0,842.78,10.0,52.02,1.0,5.2,62.43,1050.88
Greenfieldcity,11657,0.1,99.05,0.51,1.16,0.0,29042,29.34,4.9,7.77,4.44,3.14,79.41,9.64,0.14,0.39,4.43,2.44,2.09,96.02,1.14,4.57,0.63,36800,126,0,51.27,0.0,0,0.0,0.0,0.0,3.0,22.83,1.0,7.61,37.0,281.58,229.0,1742.77,19.0,144.6,2.0,15.22,30.44,2184.17
Kellercity,13683,0.57,97.48,0.67,2.86,100.0,55050,10.38,1.51,2.55,2.9,3.22,90.35,0.98,0.0,0.43,3.1,2.88,1.34,93.64,1.64,1.18,0.04,79500,196,0,36.42,0.09,1,5.22,7.0,36.51,4.0,20.86,50.0,260.77,39.0,203.4,196.0,1022.22,18.0,93.88,1.0,5.22,323.35,1324.71
Pascocity,20337,5.64,59.89,2.47,40.81,98.02,17897,27.2,12.86,33.01,11.51,3.49,62.93,42.59,5.45,16.07,14.03,3.04,17.57,88.88,5.84,12.69,0.87,22700,103,60,34.23,1.54,4,16.94,24.0,101.66,42.0,177.91,138.0,584.55,308.0,1304.64,931.0,3943.58,148.0,626.91,6.0,25.42,881.06,5900.54
DalyCitycity,92311,7.7,39.45,43.84,22.35,100.0,41533,21.66,8.44,7.18,5.43,3.65,74.42,24.57,6.89,9.08,15.28,3.0,19.82,96.18,1.3,0.85,0.48,99500,271,121,50.79,19.13,7,7.41,14.0,14.81,165.0,174.59,362.0,383.03,361.0,381.97,1932.0,2044.25,645.0,682.47,6.0,6.35,579.84,3115.05
Fitchburgcity,41194,3.43,89.45,2.57,9.61,100.0,27101,32.81,12.41,14.0,9.19,3.11,65.98,15.9,0.74,3.84,5.28,2.39,3.59,92.19,6.99,4.78,0.7,46200,241,19,51.77,1.65,1,2.71,38.0,102.91,83.0,224.77,506.0,1370.31,685.0,1855.06,1050.0,2843.52,207.0,560.58,12.0,32.5,1700.7,5291.66
Selmacity,14757,1.39,64.47,3.34,61.28,0.0,21198,29.47,19.58,24.12,17.23,3.55,65.87,34.17,4.2,14.53,12.96,3.4,19.34,97.02,2.86,4.72,0.4,32600,146,0,50.64,0.0,1,6.06,4.0,24.24,30.0,181.83,186.0,1127.34,181.0,1097.04,486.0,2945.63,250.0,1515.24,12.0,72.73,1339.48,5630.64
NorthAndovertown,22792,0.78,96.87,2.0,1.35,75.15,51692,24.52,3.07,2.84,4.45,3.22,84.55,11.49,0.41,1.23,4.54,2.12,0.72,95.41,0.53,0.29,0.07,149900,423,0,57.78,2.06,0,0.0,7.0,29.0,7.0,29.0,26.0,107.71,84.0,348.0,362.0,1499.71,75.0,310.71,0.0,0.0,165.71,2158.42
Hueytowncity,15280,13.28,86.41,0.2,0.21,100.0,29080,33.1,2.78,6.98,5.34,3.01,79.89,0.0,0.0,0.4,2.64,2.5,1.43,96.38,2.31,1.76,0.5,28900,100,0,67.63,0.07,0,0.0,3.0,19.29,18.0,115.76,61.0,392.31,116.0,746.03,356.0,2289.54,61.0,392.31,5.0,21.08,527.37,4425.450000000001
