Êcommunityname,PctPopUnderPov,medIncome,PctUnemployed,PctLess9thGrade,PctNotHSGrad,PctSameHouse85,PctForeignBorn,PctImmigRec5,PctFam2Par,PctKids2Par,racepctblack,racePctWhite,racePctAsian,racePctHisp,PctHousOwnOcc,PctHousNoPhone,PctVacantBoarded,PopDens,MedYrHousBuilt,murdPerPop,robbbPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,PctSameCity85,PctSameState85,PctBSorMore,PctEmploy,PctWorkMom
Mantecacity,9.88,35083.0,6.97,9.36,25.12,38.83,7.06,18.89,75.51,72.84,1.48,89.52,3.46,17.76,58.64,3.79,1.48,4462.9,1976.0,2.25,132.88,448.18,4508.81,1056.26,29.28,67.55,91.46,10.11,62.15,61.59
MenomoneeFallsvillage,2.82,42315.0,3.27,6.71,15.08,64.45,2.35,3.16,86.5,84.9,0.28,98.83,0.54,0.6,79.61,0.22,1.33,778.5,1962.0,3.49,17.44,66.26,2088.78,244.1,20.92,77.01,95.45,19.94,69.89,77.15
Cloquetcity,13.12,22405.0,9.67,11.48,26.85,59.31,1.35,0.0,70.79,70.84,0.07,92.22,0.38,0.41,73.44,3.48,3.35,298.2,1954.0,,35.89,188.43,3553.16,278.15,8.97,87.01,94.33,13.33,52.9,72.32
Vermillioncity,30.65,16478.0,6.8,6.81,13.14,26.93,1.69,61.18,70.33,71.64,0.58,93.94,1.45,0.99,45.95,4.03,0.65,3131.7,1965.0,,9.53,47.65,2077.58,66.71,0,42.29,76.89,44.25,58.31,71.4
Fairfieldcity,20.54,21085.0,8.52,11.26,28.75,60.27,0.53,13.85,58.34,53.38,75.02,24.75,0.12,0.18,62.92,5.06,8.81,3509.8,1957.0,24.03,632.71,1193.34,5734.42,1529.71,?,90.55,93.78,17.11,54.07,80.08
Westporttown,4.32,37092.0,7.45,15.41,31.08,74.79,5.46,0.0,85.68,81.85,0.14,99.08,0.45,0.64,80.86,0.28,3.88,267.1,1962.0,,6.85,191.77,876.65,232.86,6.85,94.42,96.61,18.72,63.1,79.27
Montclaircity,16.75,33084.0,7.57,11.57,31.87,43.39,20.71,37.94,70.88,63.73,9.43,61.63,6.79,38.16,61.41,4.31,2.39,5434.6,1964.0,31.37,627.46,589.12,6529.09,2457.56,17.43,59.77,89.3,10.12,64.4,62.1
Vandaliacity,3.98,34835.0,4.39,7.65,19.58,53.36,1.4,0.0,76.97,77.2,0.42,98.64,0.7,0.41,63.08,1.54,0.0,1230.0,1966.0,,28.45,42.68,2418.55,206.29,28.45,85.26,93.52,16.17,67.49,77.44
Fillmorecity,13.23,33482.0,6.59,25.33,43.22,50.82,24.87,22.38,79.38,73.2,0.21,75.43,0.87,59.3,62.09,4.2,0.78,4383.0,1968.0,8.03,40.13,593.85,1460.56,256.8,48.15,84.01,92.29,8.59,61.72,68.08
Bentonvillecity,9.23,24604.0,3.63,9.38,23.53,42.61,1.16,19.08,77.51,74.98,0.24,97.49,0.87,1.43,66.76,8.98,4.17,741.8,1974.0,,51.17,65.79,2565.98,43.86,7.31,72.06,77.89,12.43,62.69,74.78
WestSpringfieldtown,8.34,32194.0,5.2,6.4,21.38,57.88,5.49,16.93,71.97,70.67,1.39,96.01,1.12,2.96,57.95,2.18,1.46,1586.6,1955.0,3.54,81.32,463.16,4324,1460.19,53.03,90.51,93.38,19.23,63.83,68.45
Washingtoncity,16.87,30727.0,7.03,9.56,26.85,53.49,9.7,36.96,41.96,33.58,65.84,29.6,1.85,5.39,38.9,4.22,17.4,9538.9,1947.0,81.95,1282.85,1625.09,5679.78,1454.87,36.1,76.61,76.61,33.31,61.62,72.92
Antiochcity,9.12,40936.0,6.63,5.72,17.42,41.64,7.74,19.24,74.43,72.07,2.61,85.42,4.83,15.63,64.33,2.24,1.21,3065.6,1975.0,9.54,213.94,468.75,2804.35,531.44,110.38,76.27,90.72,14.87,66.64,66.64
Bismarckcity,9.65,28223.0,4.41,10.77,16.58,51.2,1.23,8.91,78.39,79.25,0.11,96.67,0.44,0.66,60.72,2.22,0.28,1953.7,1971.0,,5.68,64.35,3355.48,157.08,0,77.75,93.49,26.39,69.16,81.95
Hopewelltownship,1.81,65522.0,2.15,3.77,11.44,69.96,5.57,6.19,90.34,89.3,4.18,93.8,1.39,1.45,90.49,0.0,1.36,192.4,1960.0,,75.56,285.45,5012.17,411.38,125.93,85.05,92.29,46.09,66.38,67.26
Miamisburgcity,7.73,32436.0,4.12,9.31,23.03,51.08,0.98,0.0,79.08,76.63,0.8,98.24,0.73,0.48,65.76,3.75,1.92,1816.4,1964.0,,49.45,104.4,4313.19,615.38,32.97,86.32,92.69,14.92,63.41,66.85
Ozarkcity,16.73,23078.0,7.05,13.51,28.02,49.18,2.14,2.54,70.49,65.0,24.49,73.68,0.87,1.49,59.35,11.73,1.89,753.2,1968.0,7.51,135.23,1322.21,3718.73,120.2,52.59,74.46,80.74,14.69,56.13,67.92
WestJordancity,6.98,33273.0,3.67,2.91,13.65,54.33,2.22,8.29,83.91,84.4,0.28,94.01,1.92,6.49,78.77,1.46,1.21,1542.4,1979.0,1.96,3.91,74.36,2649.45,95.88,13.7,88.21,92.8,15.91,75.04,70.39
Rahwaycity,6.42,40776.0,5.36,8.59,22.83,64.92,10.64,20.68,75.06,69.94,20.21,75.39,2.39,7.55,65.72,1.82,5.74,6127.2,1952.0,,235.58,150.62,2143.44,668.13,15.45,83.55,93.49,17.78,64.77,68.31
RedBankborough,9.71,36879.0,6.12,10.96,23.97,58.95,8.62,24.97,64.84,55.43,26.41,68.87,1.78,5.86,47.49,4.27,10.72,5733.1,1946.0,,165.95,234.28,5349.47,410,29.29,86.39,91.17,28.04,59.69,67.49
Morristownship,3.0,74124.0,2.75,3.81,9.03,59.42,10.65,25.38,88.77,86.26,5.88,90.35,3.1,2.03,79.46,0.23,0.69,1220.4,1963.0,4.84,4.84,72.58,1049.93,101.61,4.84,76.27,84.59,53.11,67.65,61.59
SanMateocity,6.16,42894.0,4.25,6.39,14.73,50.37,23.99,25.87,76.33,73.21,3.58,78.57,13.31,15.48,53.17,0.81,0.83,6758.9,1957.0,3.4,134.8,277.54,2419.66,463.31,15.86,77.79,88.59,30.16,67.58,73.35
Bedfordtownship,4.24,40982.0,5.93,4.81,18.49,62.52,1.23,4.79,84.39,82.66,0.18,98.8,0.44,1.18,88.24,1.39,3.31,586.4,1964.0,,89.3,158.76,912.88,109.15,39.69,77.64,81.01,14.77,64.35,67.02
Annistoncity,24.4,19099.0,11.53,13.84,32.98,54.49,1.4,16.04,57.07,49.25,44.33,54.5,0.68,0.8,60.43,9.26,4.02,1272.1,1958.0,43.76,517.78,2847.77,7617.14,645.4,98.45,80.92,87.35,17.94,48.81,67.31
Leominstercity,7.18,35974.0,7.11,10.47,24.83,54.85,7.63,16.29,78.18,76.0,2.25,93.08,1.63,8.29,57.56,1.52,0.72,1275.1,1960.0,10.4,65.02,299.11,2814.19,377.13,7.8,82.47,89.53,19.31,65.82,73.2
Easleycity,10.72,26674.0,5.31,16.94,35.79,58.12,1.29,40.31,73.72,68.43,12.49,86.65,0.3,0.84,69.62,8.37,1.24,1479.3,1968.0,10.15,116.75,411.15,1954.22,172.58,0,79.59,90.83,16.24,62.94,76.23
GlenRockborough,1.54,65976.0,2.24,1.64,6.02,72.01,9.51,34.01,91.88,90.93,2.21,91.69,5.95,1.9,91.15,0.1,0.0,3858.7,1950.0,,26.29,52.59,1025.42,105.17,0,84.73,89.1,53.23,65.01,62.72
Watertowntown,5.64,43490.0,4.59,8.19,16.24,56.97,16.71,16.97,77.9,76.2,1.3,96.06,2.23,1.97,45.85,0.66,1.25,7816.8,1939.0,6.33,47.46,680.21,3518.1,436.6,0,77.6,85.98,41.43,67.98,72.55
Freeholdborough,8.11,40327.0,6.58,10.61,26.45,57.45,7.33,32.53,71.64,64.87,18.26,73.47,2.73,11.34,59.27,4.4,3.26,5191.4,1956.0,,214.46,351.72,3577.25,197.31,8.58,79.74,86.13,21.7,65.42,66.4
Daviscity,25.47,29044.0,5.43,2.1,5.02,26.95,13.92,30.25,75.19,75.47,3.01,79.75,13.16,7.41,40.77,0.84,1.69,5282.2,1973.0,2.06,45.34,61.83,4977.64,397.8,39.16,46.0,84.33,63.78,63.15,70.34
Darientown,1.91,89395.0,3.31,1.85,6.27,63.72,10.9,22.31,90.55,89.92,0.41,97.15,2.04,1.87,85.64,0.09,1.57,1366.4,1950.0,,21.66,0,3210.61,238.22,0,80.6,81.13,59.34,63.72,46.14
Crowleycity,34.58,13804.0,11.14,25.43,46.75,58.98,0.29,14.63,60.23,55.0,30.68,68.8,0.31,0.42,60.67,13.3,3.74,2957.5,1957.0,6.86,150.92,823.21,4726.62,294.99,0,92.19,97.69,11.22,44.56,57.18
Lynwoodcity,21.84,25961.0,12.46,35.64,59.08,51.0,43.94,27.69,66.58,59.34,23.65,23.96,2.22,70.33,48.17,7.16,5.18,12310.2,1954.0,33.78,1037.86,1834.68,1361.81,1578.28,90.58,88.63,90.12,3.91,53.9,50.31
Berkeleycity,17.54,29737.0,5.62,4.11,9.68,44.38,16.82,27.83,61.32,59.45,18.77,62.14,14.78,8.36,43.59,1.51,4.86,9483.4,1939.0,7.97,812.3,770.44,7888.81,1157.16,63.79,65.17,85.85,58.67,62.44,70.54
Cambridgecity,21.96,20185.0,7.47,19.15,39.18,59.28,0.63,21.92,44.35,37.48,44.23,54.82,0.39,0.92,44.86,14.71,5.97,1682.7,1953.0,8.51,102.08,1352.5,5631.17,204.15,25.52,89.23,94.54,9.78,54.91,74.72
Atlantacity,27.29,22275.0,9.13,10.96,30.13,49.85,3.39,36.66,40.37,33.2,67.07,31.05,0.89,1.91,43.1,9.05,12.77,2886.0,1958.0,50.21,1495.04,2359.67,7728.45,2279.29,61.33,77.51,86.94,26.65,56.97,63.98
Blainecity,5.23,40404.0,4.52,3.19,12.71,54.4,1.48,16.32,81.1,80.15,0.33,97.15,1.37,1.02,90.16,0.52,0.57,1114.0,1977.0,,40.14,118.07,4656.76,240.87,28.34,75.49,94.4,14.63,79.91,81.15
Gilberttown,6.18,41081.0,4.24,3.06,9.23,20.41,4.05,25.04,83.43,83.33,1.59,90.32,1.71,11.59,68.94,1.74,0.86,1037.8,1986.0,,24.59,208.07,2209.36,382.1,17.02,61.82,66.22,29.04,75.37,68.03
Burlingtontownship,4.95,39618.0,4.56,8.68,22.02,56.52,5.42,16.89,70.71,66.99,21.1,74.35,2.67,3.66,60.4,2.11,1.37,892.5,1963.0,,78.45,337.33,3381.19,455.01,62.76,84.0,92.47,15.22,67.06,74.92
NewBedfordcity,16.78,22647.0,12.16,31.05,50.34,60.73,20.88,12.72,63.01,60.85,4.07,87.55,0.4,6.66,43.84,3.91,8.38,4790.0,1939.0,3.15,343.71,1023.77,2456.41,?,93.55,91.19,93.47,9.72,52.14,66.4
Perkinstownship,4.97,38725.0,3.91,9.24,22.79,61.85,2.07,14.8,84.69,80.82,5.74,92.63,1.04,0.94,87.08,0.91,1.75,402.5,1964.0,9.02,126.27,99.22,3075.67,72.16,0,87.54,94.48,16.17,56.9,69.75
Ontariocity,13.56,35788.0,7.32,14.44,31.47,39.68,22.77,30.03,73.79,69.05,7.3,64.62,3.89,41.7,58.59,5.37,1.37,3498.5,1973.0,14.02,473.79,624.34,3562.28,1413.25,47.23,63.07,88.83,10.98,65.29,62.38
Chandlercity,9.69,38124.0,4.54,5.78,14.24,32.91,7.04,26.82,78.24,76.16,2.56,85.18,2.38,17.28,67.7,4.66,1.35,1837.6,1983.0,,66.45,135.32,3290.66,550.2,37.27,70.36,73.81,26.2,74.41,69.25
Garfieldcity,7.41,31649.0,6.34,22.72,39.87,59.86,24.34,24.61,75.58,73.98,2.24,93.83,1.66,9.05,42.64,1.98,0.78,12109.0,1941.0,7.52,71.48,199.4,1772.01,538,26.34,80.98,90.31,11.49,61.85,65.24
Pampacity,14.29,24472.0,5.71,11.78,29.41,57.65,3.52,20.06,78.76,74.46,4.44,88.35,0.53,8.94,74.82,8.88,3.17,2207.9,1956.0,10.04,80.31,230.9,2745.71,115.45,5.02,82.64,93.14,12.71,55.46,61.29
Maldencity,7.55,34344.0,7.65,7.2,22.12,57.97,13.58,28.7,72.56,70.83,4.18,89.39,5.22,2.63,43.25,1.61,2.08,10219.2,1939.0,3.84,145.92,714.22,1578.19,754.54,0,81.99,91.11,20.12,64.52,67.69
Clearwatercity,10.65,26473.0,4.8,6.23,19.78,46.11,8.18,15.45,65.94,62.09,8.97,89.13,1.03,2.92,61.78,5.04,1.11,3833.0,1972.0,2.96,209.15,874.09,4505.63,365.03,38.48,72.93,77.26,20.36,54.33,72.2
Carrolltoncity,21.22,20565.0,7.5,17.3,35.69,38.34,2.1,35.71,57.02,52.51,29.47,69.3,0.64,1.54,39.86,12.99,0.58,1045.2,1970.0,17.15,131.45,600.1,5932.45,491.51,34.29,68.22,90.29,20.73,55.98,71.53
Bartlesvillecity,11.06,30366.0,4.6,6.18,17.59,51.64,2.16,23.48,78.71,76.54,3.33,88.58,1.12,1.76,71.42,5.32,2.69,1567.1,1962.0,2.95,50.23,407.73,3371.15,112.27,53.18,77.74,86.38,31.62,57.3,66.75
Deptfordtownship,5.22,38250.0,5.09,7.96,26.5,64.75,2.37,12.39,78.08,73.47,10.18,87.91,1.11,1.94,77.8,0.96,4.09,1332.2,1965.0,7.9,161.98,213.35,3994.31,588.68,23.71,80.6,91.13,12.57,64.53,62.63
Manchestertownship,4.63,22649.0,6.7,13.43,34.37,63.63,10.22,3.1,84.51,81.63,3.27,95.79,0.48,1.97,95.24,0.59,0.61,420.4,1976.0,5.4,2.7,67.48,645.09,29.69,43.19,74.31,89.78,9.9,24.82,65.22
Dyertown,1.82,44358.0,3.32,6.31,14.77,60.07,4.31,1.7,88.67,87.33,0.58,97.57,0.8,3.91,89.01,2.61,2.04,1887.2,1973.0,,33.24,41.55,2127.13,216.04,8.31,77.11,78.66,15.31,69.6,68.08
SterlingHeightscity,3.55,46470.0,5.05,7.18,19.34,61.03,9.89,7.2,85.89,85.39,0.4,96.3,2.86,1.12,77.56,0.54,0.61,3103.2,1973.0,,35.78,259.63,2882.56,261.29,26.63,82.99,95.76,18.53,68.8,66.15
AllenParkcity,3.26,39925.0,5.48,6.42,21.26,72.91,6.1,1.85,84.75,83.07,0.46,97.98,0.75,3.17,87.19,0.77,0.0,4282.6,1955.0,,65.95,135.2,2384.09,600.15,16.49,95.35,97.56,16.48,54.92,67.75
Hamptontownship,2.54,45538.0,3.23,4.45,13.0,62.56,1.59,0.0,90.16,89.06,0.53,98.59,0.75,0.3,88.82,0.13,1.32,937.4,1963.0,,6.32,101.05,1023.18,69.48,0,87.34,90.61,35.58,66.1,59.96
Salemcity,14.5,25236.0,6.4,6.8,18.46,38.87,5.59,30.12,69.0,66.65,1.51,91.18,2.39,6.11,54.7,4.69,1.92,2504.8,1968.0,5.96,177.07,92.79,6063.03,593.36,51.08,67.48,83.36,21.69,55.33,70.4
Hazletoncity,13.48,20927.0,6.05,11.83,28.34,69.51,2.5,11.63,72.57,70.75,0.21,98.63,0.67,1.01,60.33,2.91,2.21,3994.6,1939.0,,28.34,64.77,1384.39,97.15,8.1,90.66,95.63,10.31,51.83,56.71
Akroncity,20.48,22279.0,9.01,8.14,27.15,54.94,3.05,27.69,59.54,55.76,24.51,73.76,1.21,0.72,58.74,4.98,5.21,3461.4,1949.0,8.53,376.91,?,3892.51,916.7,85.25,87.13,94.03,14.85,54.23,61.23
Bayonnecity,8.79,31954.0,5.88,11.39,29.95,68.49,12.03,18.2,72.52,70.85,4.71,90.44,1.84,9.5,40.55,2.62,3.8,10545.1,1940.0,,167.75,309.94,1848.45,397.81,7.99,91.58,93.45,16.61,58.48,64.52
Lynncity,15.91,28553.0,9.34,10.02,26.81,55.72,13.83,33.76,61.08,57.28,8.06,83.06,3.7,9.15,46.2,5.22,4.72,7251.7,1939.0,10.14,470.19,1259.76,2916.2,1982.16,0,83.6,90.25,14.33,57.14,63.55
Concordtown,3.26,69917.0,3.96,2.75,7.21,58.21,6.59,19.8,87.44,85.41,2.66,93.63,2.04,3.01,77.97,0.11,1.79,661.4,1956.0,,0,39.54,1220.13,16.95,0,79.61,89.28,55.95,58.9,63.55
Woodbridgetownship,3.04,45516.0,4.85,9.23,22.57,66.03,12.22,19.36,82.95,79.24,6.46,86.61,5.47,5.56,72.9,0.99,2.05,3898.9,1958.0,3.09,111.35,278.38,2519.9,740.3,21.65,80.75,91.7,19.84,64.44,68.83
Bellflowercity,9.62,32711.0,5.88,8.95,27.66,41.27,18.99,34.01,66.62,63.25,6.27,69.77,10.09,23.9,39.56,3.5,1.57,9811.9,1961.0,5.97,571.62,1088.03,2170.08,1696.96,32.83,82.98,88.15,11.97,64.54,66.57
Clarktownship,1.81,50095.0,4.08,7.57,19.18,75.7,7.96,5.84,89.06,86.82,0.1,97.86,1.64,2.93,81.26,0.11,0.87,3249.7,1958.0,6.66,46.64,46.64,1552.4,206.54,0,89.91,96.35,23.56,60.9,66.34
Weslacocity,35.49,17645.0,17.59,38.98,48.47,63.25,19.9,11.78,74.52,67.32,0.17,79.44,0.48,79.69,62.59,13.37,18.5,2515.8,1973.0,7.79,54.56,417.02,5401.82,978.25,23.38,88.34,93.6,12.46,43.95,60.66
Streamwoodvillage,2.63,48758.0,4.41,5.13,16.6,47.01,9.21,18.98,86.85,83.92,1.99,91.15,4.24,7.42,86.53,0.17,1.02,4411.6,1975.0,,27.15,117.64,2310.57,111.61,21.11,81.47,88.8,19.88,78.94,73.37
OakParkcity,10.85,36090.0,6.17,6.56,19.15,58.68,14.91,10.39,70.74,71.3,34.3,62.84,2.36,1.46,73.79,0.46,0.44,5867.1,1955.0,3.12,240.37,596.24,4154.96,1117.56,34.34,74.44,93.5,22.16,62.85,66.15
Aberdeentownship,3.18,50448.0,5.16,5.85,17.15,61.79,8.06,18.7,83.88,79.31,11.4,83.6,3.4,4.99,80.47,0.88,6.42,2957.6,1965.0,5.61,56.1,151.46,2199.04,263.66,0,75.5,87.23,28.03,69.55,68.56
Gatesvillecity,13.13,19836.0,8.83,14.04,39.3,34.42,3.05,25.93,74.01,68.59,24.67,66.79,0.23,11.9,65.22,10.26,1.11,1349.5,1963.0,,8.2,98.35,991.72,90.16,24.59,47.14,92.7,7.01,24.93,81.25
Sylacaugacity,19.6,19950.0,4.75,13.95,34.23,56.48,0.65,0.0,69.4,63.69,24.53,74.92,0.16,0.33,62.41,10.36,2.49,677.8,1961.0,7.17,136.21,587.86,3190.19,179.22,?,85.34,93.85,17.7,55.95,68.52
Lexingtontown,2.63,67389.0,3.48,2.13,6.04,66.07,12.77,13.73,86.72,86.78,1.08,92.21,6.47,1.22,82.04,0.1,0.0,1705.3,1956.0,,3.33,9.99,958.75,49.94,6.66,85.41,89.3,58.73,65.07,69.34
Richlandcity,7.79,36626.0,5.05,2.96,9.66,47.87,3.9,14.35,76.28,76.68,1.43,93.0,3.31,3.04,61.96,2.3,1.97,973.3,1961.0,,13.76,154.15,2177.38,121.12,19.27,76.74,84.94,34.73,64.64,65.26
Rosevillecity,6.83,39975.0,4.99,4.2,13.08,35.65,6.46,19.47,76.12,74.33,0.91,91.53,3.32,10.8,65.99,2.64,1.52,1443.7,1979.0,1.88,105.1,411,3592.01,829.5,50.67,53.08,87.98,23.96,65.13,70.29
PicoRiveracity,11.61,34383.0,8.44,22.12,47.73,61.7,29.3,20.03,73.32,61.81,0.69,58.78,3.16,83.2,70.15,3.75,1.27,7160.8,1956.0,12.72,322.84,984.41,1329.52,793.58,15.9,91.97,93.83,6.1,57.83,60.98
Plainvilletown,3.96,38432.0,4.76,8.24,23.93,64.16,8.89,3.1,79.86,77.91,2.4,95.94,0.93,2.13,69.23,1.03,0.28,1723.4,1963.0,,28.72,45.95,2015.85,310.13,0,91.31,94.47,16.74,69.52,80.45
Moontownship,6.2,42016.0,4.14,3.58,10.4,58.88,3.22,16.3,85.72,84.69,3.21,95.49,1.01,0.89,73.48,0.24,0.47,799.4,1967.0,,20.03,35.06,1312.17,315.52,0,78.77,85.75,29.51,66.1,60.38
Laceycity,7.91,29426.0,6.18,3.29,11.75,39.2,6.34,23.3,74.37,73.48,2.95,88.86,6.05,3.46,50.45,1.88,1.39,1840.3,1974.0,4.6,64.41,188.62,5644.75,266.83,9.2,64.94,80.08,24.08,59.56,71.33
Columbuscity,28.63,19030.0,9.19,14.83,35.08,53.4,0.55,0.0,51.94,43.75,51.17,48.29,0.32,0.78,52.71,11.82,3.15,2004.0,1964.0,3.69,117.95,272.75,3693.19,169.55,22.11,82.97,89.77,18.92,55.44,71.17
WhiteSettlementcity,12.77,25149.0,5.53,9.02,29.35,42.49,2.97,18.7,69.8,67.64,4.4,90.03,1.61,6.85,53.48,9.02,2.34,3057.7,1965.0,,83.27,249.82,3491.55,386.63,0,77.21,86.28,6.79,64.46,70.87
Framinghamtown,5.96,42948.0,6.42,5.0,13.9,55.47,11.7,31.69,76.83,75.16,3.7,90.11,2.93,8.14,53.73,2.03,1.47,2497.3,1962.0,,53.43,881.55,2045.09,347.28,5.94,78.51,87.73,36.38,68.32,74.38
Exetertown,5.2,36121.0,5.77,6.39,13.67,47.47,2.51,15.65,78.84,78.39,0.43,98.53,0.81,0.49,68.04,2.32,0.54,613.3,1964.0,,7.93,39.64,1379.64,118.93,63.43,70.87,74.7,32.04,66.37,77.64
ElSegundocity,4.25,46352.0,3.32,3.04,9.6,39.12,13.09,20.07,73.51,73.41,1.01,90.52,5.02,9.08,40.4,1.79,0.72,2648.4,1960.0,6.38,210.69,172.38,4130.75,1110.9,38.31,80.62,85.31,32.49,73.78,70.01
Nacogdochescity,31.53,15917.0,7.18,11.46,27.22,33.41,3.85,26.66,64.7,59.46,22.47,73.53,0.87,5.06,41.77,10.3,3.48,1194.9,1972.0,6.18,123.64,519.27,3081.63,194.73,77.27,57.24,92.9,26.03,52.08,71.54
Dentoncity,20.65,23156.0,6.07,8.81,18.06,31.72,7.13,38.1,74.74,70.15,9.53,81.96,2.81,8.96,39.11,6.85,2.28,1215.2,1975.0,7.09,144.65,485.02,3563.88,285.05,79.42,56.46,85.88,36.45,62.98,70.55
Claremorecity,15.75,23483.0,5.27,9.48,25.2,47.03,1.2,38.12,72.38,70.61,2.58,79.88,0.63,1.66,63.34,8.02,2.11,1470.3,1972.0,,12.77,165.99,2362.1,197.91,6.38,76.0,90.2,15.21,58.69,63.35
Odessacity,19.36,24346.0,7.55,14.32,30.51,49.45,7.55,14.51,73.96,70.11,5.97,75.39,0.68,31.13,61.34,11.25,6.01,2448.1,1965.0,9.32,151.22,597.64,5887.29,439.16,61.11,83.35,94.7,13.64,59.8,61.43
Taylorcity,21.88,21160.0,7.44,25.14,40.17,58.22,2.89,8.43,72.16,66.35,16.72,68.7,0.39,28.57,66.16,12.18,3.9,1029.1,1963.0,24.3,40.49,631.68,2834.47,267.25,0,86.5,97.07,11.44,57.2,76.03
Orangecity,7.99,46539.0,4.57,8.11,18.34,43.08,20.13,36.36,76.93,70.62,1.4,82.99,7.9,22.84,61.28,1.77,1.3,4577.2,1968.0,2.56,199.37,246.23,2584.09,836.66,35.78,80.08,88.5,25.58,70.09,69.3
Portsmouthcity,27.97,15732.0,11.52,16.95,35.7,52.17,0.76,12.79,61.73,59.16,5.17,93.97,0.34,0.41,56.67,13.53,3.94,2032.3,1939.0,4.16,137.44,395.65,5160.13,358.17,83.3,86.83,92.69,11.45,40.84,49.37
OregonCitycity,9.25,28687.0,3.41,6.13,19.12,45.1,2.44,12.81,72.8,71.11,0.33,96.88,1.2,2.16,56.11,2.66,2.04,3024.3,1968.0,12.21,97.65,335.67,4314.92,543.18,42.72,75.46,86.1,12.76,65.91,66.62
Washingtoncity,5.22,30650.0,3.64,16.88,25.05,53.15,0.94,52.48,81.77,82.09,0.74,98.63,0.36,0.71,69.16,1.68,1.67,1519.6,1960.0,,8.75,481.15,3201.82,157.47,17.5,80.28,93.95,14.01,66.79,79.76
Campbellcity,5.76,42489.0,3.42,3.31,11.4,41.46,12.47,26.86,68.64,65.87,1.98,83.64,9.48,10.65,47.03,0.61,4.51,6202.3,1967.0,,117.33,229.33,3645.24,514.65,24,79.61,88.72,30.97,73.97,71.94
Sedaliacity,15.01,19775.0,9.11,14.66,30.89,54.11,1.01,36.68,73.8,68.45,5.44,93.56,0.44,0.91,69.0,8.63,2.0,1701.0,1953.0,9.79,34.26,499.24,4502.96,176.2,0,78.3,91.38,11.26,55.7,74.37
Astoriacity,16.46,24325.0,6.09,6.58,18.0,47.61,4.76,7.31,68.16,66.93,0.34,95.51,2.06,2.53,50.9,8.56,4.58,1691.7,1939.0,,28.93,192.88,3404.38,308.61,28.93,70.32,78.91,16.36,58.39,65.48
Woodburycity,12.38,28993.0,8.18,9.76,27.39,61.21,3.15,5.23,61.35,58.8,20.13,78.34,0.68,1.69,60.51,2.84,8.89,5058.5,1943.0,,244.68,254.09,3943.16,329.38,0,81.1,92.14,20.06,55.47,74.35
Montereycity,6.58,34727.0,2.23,4.75,11.47,31.76,14.71,35.38,78.34,76.53,2.93,86.62,7.32,7.81,35.76,0.95,0.62,3667.8,1965.0,,203.59,630.8,4605.83,380.48,46.73,52.98,64.21,39.85,71.32,61.26
Orangeburgcity,25.0,22176.0,9.46,13.22,28.93,42.05,1.49,37.56,56.23,48.55,59.87,39.16,0.82,0.49,55.21,12.64,2.89,1792.7,1963.0,7.25,594.42,1138.09,7335.99,521.93,36.25,68.87,89.14,23.47,48.0,72.11
Beaconcity,11.46,32633.0,7.29,12.85,29.68,55.49,6.97,22.21,68.63,65.04,15.02,79.03,0.72,14.12,59.52,6.97,4.4,2699.3,1943.0,,162.9,451.68,1443.91,177.71,22.21,78.8,93.03,15.87,57.89,67.45
Auroracity,10.54,35039.0,6.05,13.42,28.76,46.29,11.99,25.15,73.65,68.84,11.86,74.07,1.32,22.96,61.42,6.59,6.96,2870.1,1960.0,15.93,284.93,467.69,3685.31,364.59,50.61,77.32,88.54,18.61,68.77,70.17
Norwoodcity,13.19,22191.0,6.82,13.41,38.11,53.59,1.15,30.04,64.53,63.2,1.01,97.99,0.69,0.55,51.73,6.17,0.35,7380.6,1939.0,,271.42,146.84,4516.33,244.73,26.7,89.23,94.42,8.4,59.57,68.67
Medfordcity,6.93,38859.0,5.8,7.38,21.0,63.07,11.8,18.65,78.76,77.19,4.07,93.41,2.01,1.72,57.1,0.86,0.97,6809.5,1939.0,,64.32,700.33,1866.94,641.37,7.15,85.45,90.38,23.66,63.02,68.3
Bexleycity,5.26,48125.0,2.61,0.98,4.76,56.9,4.47,23.76,82.85,84.4,3.53,95.57,0.7,0.73,76.65,0.15,1.45,5142.2,1942.0,,245.48,29.76,3168.94,230.6,29.76,79.33,89.82,58.28,66.46,72.82
Maderacity,26.93,21401.0,17.0,28.35,47.5,47.75,21.81,28.7,63.64,58.13,4.63,57.62,1.62,53.82,50.63,6.31,7.28,2741.7,1970.0,8.85,404.33,749.64,3842.63,1336.95,38.37,83.09,93.07,8.91,49.98,59.3
Hibbingcity,15.21,22378.0,7.87,7.6,21.76,64.75,2.23,3.47,75.34,76.21,0.14,98.65,0.29,0.44,74.88,3.54,2.34,95.9,1952.0,,0,22.44,1295.64,44.87,0,88.21,94.85,14.84,51.37,66.55
Nortontown,5.5,43861.0,5.01,5.02,16.58,55.33,3.75,9.72,79.9,79.31,1.34,97.1,1.04,1.22,77.2,0.71,0.95,479.7,1968.0,,0,186.22,1296.89,119.71,0,72.14,89.52,22.12,69.99,67.87
